"statistic","country","year","day","date","deaths","quality"
"Statistik der Sterbefälle","Germany",2018,"08.02.",2018-02-08,2887,"e"
"Statistik der Sterbefälle","Germany",2018,"09.02.",2018-02-09,2871,"e"
"Statistik der Sterbefälle","Germany",2018,"10.02.",2018-02-10,2872,"e"
"Statistik der Sterbefälle","Germany",2018,"11.02.",2018-02-11,2854,"e"
"Statistik der Sterbefälle","Germany",2018,"12.02.",2018-02-12,3012,"e"
"Statistik der Sterbefälle","Germany",2018,"13.02.",2018-02-13,3041,"e"
"Statistik der Sterbefälle","Germany",2018,"14.02.",2018-02-14,2965,"e"
"Statistik der Sterbefälle","Germany",2018,"15.02.",2018-02-15,3031,"e"
"Statistik der Sterbefälle","Germany",2018,"16.02.",2018-02-16,3105,"e"
"Statistik der Sterbefälle","Germany",2018,"17.02.",2018-02-17,3000,"e"
"Statistik der Sterbefälle","Germany",2018,"18.02.",2018-02-18,3100,"e"
"Statistik der Sterbefälle","Germany",2018,"19.02.",2018-02-19,3201,"e"
"Statistik der Sterbefälle","Germany",2018,"20.02.",2018-02-20,3237,"e"
"Statistik der Sterbefälle","Germany",2018,"21.02.",2018-02-21,3284,"e"
"Statistik der Sterbefälle","Germany",2018,"22.02.",2018-02-22,3291,"e"
"Statistik der Sterbefälle","Germany",2018,"23.02.",2018-02-23,3378,"e"
"Statistik der Sterbefälle","Germany",2018,"24.02.",2018-02-24,3269,"e"
"Statistik der Sterbefälle","Germany",2018,"25.02.",2018-02-25,3228,"e"
"Statistik der Sterbefälle","Germany",2018,"26.02.",2018-02-26,3457,"e"
"Statistik der Sterbefälle","Germany",2018,"27.02.",2018-02-27,3469,"e"
"Statistik der Sterbefälle","Germany",2018,"28.02.",2018-02-28,3590,"e"
"Statistik der Sterbefälle","Germany",2018,"01.03.",2018-03-01,3713,"e"
"Statistik der Sterbefälle","Germany",2018,"02.03.",2018-03-02,3703,"e"
"Statistik der Sterbefälle","Germany",2018,"03.03.",2018-03-03,3863,"e"
"Statistik der Sterbefälle","Germany",2018,"04.03.",2018-03-04,3740,"e"
"Statistik der Sterbefälle","Germany",2018,"05.03.",2018-03-05,3932,"e"
"Statistik der Sterbefälle","Germany",2018,"06.03.",2018-03-06,3881,"e"
"Statistik der Sterbefälle","Germany",2018,"07.03.",2018-03-07,3881,"e"
"Statistik der Sterbefälle","Germany",2018,"08.03.",2018-03-08,3722,"e"
"Statistik der Sterbefälle","Germany",2018,"09.03.",2018-03-09,3876,"e"
"Statistik der Sterbefälle","Germany",2018,"10.03.",2018-03-10,3749,"e"
"Statistik der Sterbefälle","Germany",2018,"11.03.",2018-03-11,3736,"e"
"Statistik der Sterbefälle","Germany",2018,"12.03.",2018-03-12,3741,"e"
"Statistik der Sterbefälle","Germany",2018,"13.03.",2018-03-13,3585,"e"
"Statistik der Sterbefälle","Germany",2018,"14.03.",2018-03-14,3522,"e"
"Statistik der Sterbefälle","Germany",2018,"15.03.",2018-03-15,3494,"e"
"Statistik der Sterbefälle","Germany",2018,"16.03.",2018-03-16,3524,"e"
"Statistik der Sterbefälle","Germany",2018,"17.03.",2018-03-17,3295,"e"
"Statistik der Sterbefälle","Germany",2018,"18.03.",2018-03-18,3224,"e"
"Statistik der Sterbefälle","Germany",2018,"19.03.",2018-03-19,3305,"e"
"Statistik der Sterbefälle","Germany",2018,"20.03.",2018-03-20,3309,"e"
"Statistik der Sterbefälle","Germany",2018,"21.03.",2018-03-21,3320,"e"
"Statistik der Sterbefälle","Germany",2018,"22.03.",2018-03-22,3269,"e"
"Statistik der Sterbefälle","Germany",2018,"23.03.",2018-03-23,3388,"e"
"Statistik der Sterbefälle","Germany",2018,"24.03.",2018-03-24,3249,"e"
"Statistik der Sterbefälle","Germany",2018,"25.03.",2018-03-25,2937,"e"
"Statistik der Sterbefälle","Germany",2018,"26.03.",2018-03-26,3086,"e"
"Statistik der Sterbefälle","Germany",2018,"27.03.",2018-03-27,3059,"e"
"Statistik der Sterbefälle","Germany",2018,"28.03.",2018-03-28,3192,"e"
"Statistik der Sterbefälle","Germany",2018,"29.03.",2018-03-29,2990,"e"
"Statistik der Sterbefälle","Germany",2018,"30.03.",2018-03-30,2902,"e"
"Statistik der Sterbefälle","Germany",2018,"31.03.",2018-03-31,2917,"e"
"Statistik der Sterbefälle","Germany",2018,"01.04.",2018-04-01,2760,"e"
"Statistik der Sterbefälle","Germany",2018,"02.04.",2018-04-02,2759,"e"
"Statistik der Sterbefälle","Germany",2018,"03.04.",2018-04-03,3002,"e"
"Statistik der Sterbefälle","Germany",2018,"04.04.",2018-04-04,2997,"e"
"Statistik der Sterbefälle","Germany",2018,"05.04.",2018-04-05,2909,"e"
"Statistik der Sterbefälle","Germany",2018,"06.04.",2018-04-06,2784,"e"
"Statistik der Sterbefälle","Germany",2018,"07.04.",2018-04-07,2787,"e"
"Statistik der Sterbefälle","Germany",2018,"08.04.",2018-04-08,2800,"e"
"Statistik der Sterbefälle","Germany",2018,"09.04.",2018-04-09,2810,"e"
"Statistik der Sterbefälle","Germany",2018,"10.04.",2018-04-10,2918,"e"
"Statistik der Sterbefälle","Germany",2018,"11.04.",2018-04-11,2780,"e"
"Statistik der Sterbefälle","Germany",2018,"12.04.",2018-04-12,2799,"e"
"Statistik der Sterbefälle","Germany",2018,"13.04.",2018-04-13,2736,"e"
"Statistik der Sterbefälle","Germany",2018,"14.04.",2018-04-14,2578,"e"
"Statistik der Sterbefälle","Germany",2018,"15.04.",2018-04-15,2544,"e"
"Statistik der Sterbefälle","Germany",2018,"16.04.",2018-04-16,2600,"e"
"Statistik der Sterbefälle","Germany",2018,"17.04.",2018-04-17,2624,"e"
"Statistik der Sterbefälle","Germany",2018,"18.04.",2018-04-18,2542,"e"
"Statistik der Sterbefälle","Germany",2018,"19.04.",2018-04-19,2547,"e"
"Statistik der Sterbefälle","Germany",2018,"20.04.",2018-04-20,2696,"e"
"Statistik der Sterbefälle","Germany",2018,"21.04.",2018-04-21,2479,"e"
"Statistik der Sterbefälle","Germany",2018,"22.04.",2018-04-22,2504,"e"
"Statistik der Sterbefälle","Germany",2018,"23.04.",2018-04-23,2512,"e"
"Statistik der Sterbefälle","Germany",2018,"24.04.",2018-04-24,2510,"e"
"Statistik der Sterbefälle","Germany",2018,"25.04.",2018-04-25,2508,"e"
"Statistik der Sterbefälle","Germany",2018,"26.04.",2018-04-26,2369,"e"
"Statistik der Sterbefälle","Germany",2018,"27.04.",2018-04-27,2380,"e"
"Statistik der Sterbefälle","Germany",2018,"28.04.",2018-04-28,2486,"e"
"Statistik der Sterbefälle","Germany",2018,"29.04.",2018-04-29,2328,"e"
"Statistik der Sterbefälle","Germany",2018,"30.04.",2018-04-30,2491,"e"
"Statistik der Sterbefälle","Germany",2018,"01.05.",2018-05-01,2459,"e"
"Statistik der Sterbefälle","Germany",2018,"02.05.",2018-05-02,2399,"e"
"Statistik der Sterbefälle","Germany",2018,"03.05.",2018-05-03,2392,"e"
"Statistik der Sterbefälle","Germany",2018,"04.05.",2018-05-04,2397,"e"
"Statistik der Sterbefälle","Germany",2018,"05.05.",2018-05-05,2454,"e"
"Statistik der Sterbefälle","Germany",2018,"06.05.",2018-05-06,2197,"e"
"Statistik der Sterbefälle","Germany",2018,"07.05.",2018-05-07,2422,"e"
"Statistik der Sterbefälle","Germany",2018,"08.05.",2018-05-08,2574,"e"
"Statistik der Sterbefälle","Germany",2018,"09.05.",2018-05-09,2646,"e"
"Statistik der Sterbefälle","Germany",2018,"10.05.",2018-05-10,2466,"e"
"Statistik der Sterbefälle","Germany",2018,"11.05.",2018-05-11,2387,"e"
"Statistik der Sterbefälle","Germany",2018,"12.05.",2018-05-12,2406,"e"
"Statistik der Sterbefälle","Germany",2018,"13.05.",2018-05-13,2325,"e"
"Statistik der Sterbefälle","Germany",2018,"14.05.",2018-05-14,2483,"e"
"Statistik der Sterbefälle","Germany",2018,"15.05.",2018-05-15,2483,"e"
"Statistik der Sterbefälle","Germany",2018,"16.05.",2018-05-16,2345,"e"
"Statistik der Sterbefälle","Germany",2018,"17.05.",2018-05-17,2362,"e"
"Statistik der Sterbefälle","Germany",2018,"18.05.",2018-05-18,2272,"e"
"Statistik der Sterbefälle","Germany",2018,"19.05.",2018-05-19,2363,"e"
"Statistik der Sterbefälle","Germany",2018,"20.05.",2018-05-20,2180,"e"
"Statistik der Sterbefälle","Germany",2018,"21.05.",2018-05-21,2184,"e"
"Statistik der Sterbefälle","Germany",2018,"22.05.",2018-05-22,2370,"e"
"Statistik der Sterbefälle","Germany",2018,"23.05.",2018-05-23,2462,"e"
"Statistik der Sterbefälle","Germany",2018,"24.05.",2018-05-24,2346,"e"
"Statistik der Sterbefälle","Germany",2018,"25.05.",2018-05-25,2478,"e"
"Statistik der Sterbefälle","Germany",2018,"26.05.",2018-05-26,2361,"e"
"Statistik der Sterbefälle","Germany",2018,"27.05.",2018-05-27,2312,"e"
"Statistik der Sterbefälle","Germany",2018,"28.05.",2018-05-28,2577,"e"
"Statistik der Sterbefälle","Germany",2018,"29.05.",2018-05-29,2600,"e"
"Statistik der Sterbefälle","Germany",2018,"30.05.",2018-05-30,2547,"e"
"Statistik der Sterbefälle","Germany",2018,"31.05.",2018-05-31,2399,"e"
"Statistik der Sterbefälle","Germany",2018,"01.06.",2018-06-01,2452,"e"
"Statistik der Sterbefälle","Germany",2018,"02.06.",2018-06-02,2296,"e"
"Statistik der Sterbefälle","Germany",2018,"03.06.",2018-06-03,2168,"e"
"Statistik der Sterbefälle","Germany",2018,"04.06.",2018-06-04,2356,"e"
"Statistik der Sterbefälle","Germany",2018,"05.06.",2018-06-05,2431,"e"
"Statistik der Sterbefälle","Germany",2018,"06.06.",2018-06-06,2358,"e"
"Statistik der Sterbefälle","Germany",2018,"07.06.",2018-06-07,2401,"e"
"Statistik der Sterbefälle","Germany",2018,"08.06.",2018-06-08,2481,"e"
"Statistik der Sterbefälle","Germany",2018,"09.06.",2018-06-09,2373,"e"
"Statistik der Sterbefälle","Germany",2018,"10.06.",2018-06-10,2314,"e"
"Statistik der Sterbefälle","Germany",2018,"11.06.",2018-06-11,2317,"e"
"Statistik der Sterbefälle","Germany",2018,"12.06.",2018-06-12,2196,"e"
"Statistik der Sterbefälle","Germany",2018,"13.06.",2018-06-13,2178,"e"
"Statistik der Sterbefälle","Germany",2018,"14.06.",2018-06-14,2212,"e"
"Statistik der Sterbefälle","Germany",2018,"15.06.",2018-06-15,2265,"e"
"Statistik der Sterbefälle","Germany",2018,"16.06.",2018-06-16,2307,"e"
"Statistik der Sterbefälle","Germany",2018,"17.06.",2018-06-17,2107,"e"
"Statistik der Sterbefälle","Germany",2018,"18.06.",2018-06-18,2273,"e"
"Statistik der Sterbefälle","Germany",2018,"19.06.",2018-06-19,2333,"e"
"Statistik der Sterbefälle","Germany",2018,"20.06.",2018-06-20,2348,"e"
"Statistik der Sterbefälle","Germany",2018,"21.06.",2018-06-21,2410,"e"
"Statistik der Sterbefälle","Germany",2018,"22.06.",2018-06-22,2191,"e"
"Statistik der Sterbefälle","Germany",2018,"23.06.",2018-06-23,2118,"e"
"Statistik der Sterbefälle","Germany",2018,"24.06.",2018-06-24,2170,"e"
"Statistik der Sterbefälle","Germany",2018,"25.06.",2018-06-25,2319,"e"
"Statistik der Sterbefälle","Germany",2018,"26.06.",2018-06-26,2356,"e"
"Statistik der Sterbefälle","Germany",2018,"27.06.",2018-06-27,2277,"e"
"Statistik der Sterbefälle","Germany",2018,"28.06.",2018-06-28,2442,"e"
"Statistik der Sterbefälle","Germany",2018,"29.06.",2018-06-29,2480,"e"
"Statistik der Sterbefälle","Germany",2018,"30.06.",2018-06-30,2399,"e"
"Statistik der Sterbefälle","Germany",2018,"01.07.",2018-07-01,2296,"e"
"Statistik der Sterbefälle","Germany",2018,"02.07.",2018-07-02,2229,"e"
"Statistik der Sterbefälle","Germany",2018,"03.07.",2018-07-03,2437,"e"
"Statistik der Sterbefälle","Germany",2018,"04.07.",2018-07-04,2423,"e"
"Statistik der Sterbefälle","Germany",2018,"05.07.",2018-07-05,2575,"e"
"Statistik der Sterbefälle","Germany",2018,"06.07.",2018-07-06,2428,"e"
"Statistik der Sterbefälle","Germany",2018,"07.07.",2018-07-07,2259,"e"
"Statistik der Sterbefälle","Germany",2018,"08.07.",2018-07-08,2271,"e"
"Statistik der Sterbefälle","Germany",2018,"09.07.",2018-07-09,2381,"e"
"Statistik der Sterbefälle","Germany",2018,"10.07.",2018-07-10,2317,"e"
"Statistik der Sterbefälle","Germany",2018,"11.07.",2018-07-11,2270,"e"
"Statistik der Sterbefälle","Germany",2018,"12.07.",2018-07-12,2404,"e"
"Statistik der Sterbefälle","Germany",2018,"13.07.",2018-07-13,2302,"e"
"Statistik der Sterbefälle","Germany",2018,"14.07.",2018-07-14,2192,"e"
"Statistik der Sterbefälle","Germany",2018,"15.07.",2018-07-15,2204,"e"
"Statistik der Sterbefälle","Germany",2018,"16.07.",2018-07-16,2452,"e"
"Statistik der Sterbefälle","Germany",2018,"17.07.",2018-07-17,2487,"e"
"Statistik der Sterbefälle","Germany",2018,"18.07.",2018-07-18,2348,"e"
"Statistik der Sterbefälle","Germany",2018,"19.07.",2018-07-19,2342,"e"
"Statistik der Sterbefälle","Germany",2018,"20.07.",2018-07-20,2453,"e"
"Statistik der Sterbefälle","Germany",2018,"21.07.",2018-07-21,2352,"e"
"Statistik der Sterbefälle","Germany",2018,"22.07.",2018-07-22,2268,"e"
"Statistik der Sterbefälle","Germany",2018,"23.07.",2018-07-23,2492,"e"
"Statistik der Sterbefälle","Germany",2018,"24.07.",2018-07-24,2422,"e"
"Statistik der Sterbefälle","Germany",2018,"25.07.",2018-07-25,2525,"e"
"Statistik der Sterbefälle","Germany",2018,"26.07.",2018-07-26,2674,"e"
"Statistik der Sterbefälle","Germany",2018,"27.07.",2018-07-27,2840,"e"
"Statistik der Sterbefälle","Germany",2018,"28.07.",2018-07-28,2885,"e"
"Statistik der Sterbefälle","Germany",2018,"29.07.",2018-07-29,2502,"e"
"Statistik der Sterbefälle","Germany",2018,"30.07.",2018-07-30,2731,"e"
"Statistik der Sterbefälle","Germany",2018,"31.07.",2018-07-31,2844,"e"
"Statistik der Sterbefälle","Germany",2018,"01.08.",2018-08-01,3005,"e"
"Statistik der Sterbefälle","Germany",2018,"02.08.",2018-08-02,2876,"e"
"Statistik der Sterbefälle","Germany",2018,"03.08.",2018-08-03,3053,"e"
"Statistik der Sterbefälle","Germany",2018,"04.08.",2018-08-04,3091,"e"
"Statistik der Sterbefälle","Germany",2018,"05.08.",2018-08-05,2771,"e"
"Statistik der Sterbefälle","Germany",2018,"06.08.",2018-08-06,2596,"e"
"Statistik der Sterbefälle","Germany",2018,"07.08.",2018-08-07,2878,"e"
"Statistik der Sterbefälle","Germany",2018,"08.08.",2018-08-08,2964,"e"
"Statistik der Sterbefälle","Germany",2018,"09.08.",2018-08-09,2896,"e"
"Statistik der Sterbefälle","Germany",2018,"10.08.",2018-08-10,2589,"e"
"Statistik der Sterbefälle","Germany",2018,"11.08.",2018-08-11,2321,"e"
"Statistik der Sterbefälle","Germany",2018,"12.08.",2018-08-12,2234,"e"
"Statistik der Sterbefälle","Germany",2018,"13.08.",2018-08-13,2557,"e"
"Statistik der Sterbefälle","Germany",2018,"14.08.",2018-08-14,2452,"e"
"Statistik der Sterbefälle","Germany",2018,"15.08.",2018-08-15,2307,"e"
"Statistik der Sterbefälle","Germany",2018,"16.08.",2018-08-16,2433,"e"
"Statistik der Sterbefälle","Germany",2018,"17.08.",2018-08-17,2433,"e"
"Statistik der Sterbefälle","Germany",2018,"18.08.",2018-08-18,2373,"e"
"Statistik der Sterbefälle","Germany",2018,"19.08.",2018-08-19,2335,"e"
"Statistik der Sterbefälle","Germany",2018,"20.08.",2018-08-20,2458,"e"
"Statistik der Sterbefälle","Germany",2018,"21.08.",2018-08-21,2397,"e"
"Statistik der Sterbefälle","Germany",2018,"22.08.",2018-08-22,2468,"e"
"Statistik der Sterbefälle","Germany",2018,"23.08.",2018-08-23,2575,"e"
"Statistik der Sterbefälle","Germany",2018,"24.08.",2018-08-24,2410,"e"
"Statistik der Sterbefälle","Germany",2018,"25.08.",2018-08-25,2212,"e"
"Statistik der Sterbefälle","Germany",2018,"26.08.",2018-08-26,2092,"e"
"Statistik der Sterbefälle","Germany",2018,"27.08.",2018-08-27,2317,"e"
"Statistik der Sterbefälle","Germany",2018,"28.08.",2018-08-28,2356,"e"
"Statistik der Sterbefälle","Germany",2018,"29.08.",2018-08-29,2311,"e"
"Statistik der Sterbefälle","Germany",2018,"30.08.",2018-08-30,2380,"e"
"Statistik der Sterbefälle","Germany",2018,"31.08.",2018-08-31,2230,"e"
"Statistik der Sterbefälle","Germany",2018,"01.09.",2018-09-01,2197,"e"
"Statistik der Sterbefälle","Germany",2018,"02.09.",2018-09-02,2209,"e"
"Statistik der Sterbefälle","Germany",2018,"03.09.",2018-09-03,2471,"e"
"Statistik der Sterbefälle","Germany",2018,"04.09.",2018-09-04,2427,"e"
"Statistik der Sterbefälle","Germany",2018,"05.09.",2018-09-05,2386,"e"
"Statistik der Sterbefälle","Germany",2018,"06.09.",2018-09-06,2379,"e"
"Statistik der Sterbefälle","Germany",2018,"07.09.",2018-09-07,2428,"e"
"Statistik der Sterbefälle","Germany",2018,"08.09.",2018-09-08,2153,"e"
"Statistik der Sterbefälle","Germany",2018,"09.09.",2018-09-09,2146,"e"
"Statistik der Sterbefälle","Germany",2018,"10.09.",2018-09-10,2281,"e"
"Statistik der Sterbefälle","Germany",2018,"11.09.",2018-09-11,2363,"e"
"Statistik der Sterbefälle","Germany",2018,"12.09.",2018-09-12,2449,"e"
"Statistik der Sterbefälle","Germany",2018,"13.09.",2018-09-13,2380,"e"
"Statistik der Sterbefälle","Germany",2018,"14.09.",2018-09-14,2420,"e"
"Statistik der Sterbefälle","Germany",2018,"15.09.",2018-09-15,2186,"e"
"Statistik der Sterbefälle","Germany",2018,"16.09.",2018-09-16,2213,"e"
"Statistik der Sterbefälle","Germany",2018,"17.09.",2018-09-17,2351,"e"
"Statistik der Sterbefälle","Germany",2018,"18.09.",2018-09-18,2476,"e"
"Statistik der Sterbefälle","Germany",2018,"19.09.",2018-09-19,2439,"e"
"Statistik der Sterbefälle","Germany",2018,"20.09.",2018-09-20,2553,"e"
"Statistik der Sterbefälle","Germany",2018,"21.09.",2018-09-21,2390,"e"
"Statistik der Sterbefälle","Germany",2018,"22.09.",2018-09-22,2153,"e"
"Statistik der Sterbefälle","Germany",2018,"23.09.",2018-09-23,2289,"e"
"Statistik der Sterbefälle","Germany",2018,"24.09.",2018-09-24,2308,"e"
"Statistik der Sterbefälle","Germany",2018,"25.09.",2018-09-25,2158,"e"
"Statistik der Sterbefälle","Germany",2018,"26.09.",2018-09-26,2315,"e"
"Statistik der Sterbefälle","Germany",2018,"27.09.",2018-09-27,2338,"e"
"Statistik der Sterbefälle","Germany",2018,"28.09.",2018-09-28,2369,"e"
"Statistik der Sterbefälle","Germany",2018,"29.09.",2018-09-29,2242,"e"
"Statistik der Sterbefälle","Germany",2018,"30.09.",2018-09-30,2239,"e"
"Statistik der Sterbefälle","Germany",2018,"01.10.",2018-10-01,2380,"e"
"Statistik der Sterbefälle","Germany",2018,"02.10.",2018-10-02,2394,"e"
"Statistik der Sterbefälle","Germany",2018,"03.10.",2018-10-03,2274,"e"
"Statistik der Sterbefälle","Germany",2018,"04.10.",2018-10-04,2390,"e"
"Statistik der Sterbefälle","Germany",2018,"05.10.",2018-10-05,2435,"e"
"Statistik der Sterbefälle","Germany",2018,"06.10.",2018-10-06,2466,"e"
"Statistik der Sterbefälle","Germany",2018,"07.10.",2018-10-07,2283,"e"
"Statistik der Sterbefälle","Germany",2018,"08.10.",2018-10-08,2338,"e"
"Statistik der Sterbefälle","Germany",2018,"09.10.",2018-10-09,2394,"e"
"Statistik der Sterbefälle","Germany",2018,"10.10.",2018-10-10,2475,"e"
"Statistik der Sterbefälle","Germany",2018,"11.10.",2018-10-11,2525,"e"
"Statistik der Sterbefälle","Germany",2018,"12.10.",2018-10-12,2455,"e"
"Statistik der Sterbefälle","Germany",2018,"13.10.",2018-10-13,2433,"e"
"Statistik der Sterbefälle","Germany",2018,"14.10.",2018-10-14,2373,"e"
"Statistik der Sterbefälle","Germany",2018,"15.10.",2018-10-15,2474,"e"
"Statistik der Sterbefälle","Germany",2018,"16.10.",2018-10-16,2411,"e"
"Statistik der Sterbefälle","Germany",2018,"17.10.",2018-10-17,2443,"e"
"Statistik der Sterbefälle","Germany",2018,"18.10.",2018-10-18,2362,"e"
"Statistik der Sterbefälle","Germany",2018,"19.10.",2018-10-19,2383,"e"
"Statistik der Sterbefälle","Germany",2018,"20.10.",2018-10-20,2254,"e"
"Statistik der Sterbefälle","Germany",2018,"21.10.",2018-10-21,2225,"e"
"Statistik der Sterbefälle","Germany",2018,"22.10.",2018-10-22,2264,"e"
"Statistik der Sterbefälle","Germany",2018,"23.10.",2018-10-23,2410,"e"
"Statistik der Sterbefälle","Germany",2018,"24.10.",2018-10-24,2415,"e"
"Statistik der Sterbefälle","Germany",2018,"25.10.",2018-10-25,2397,"e"
"Statistik der Sterbefälle","Germany",2018,"26.10.",2018-10-26,2481,"e"
"Statistik der Sterbefälle","Germany",2018,"27.10.",2018-10-27,2218,"e"
"Statistik der Sterbefälle","Germany",2018,"28.10.",2018-10-28,2423,"e"
"Statistik der Sterbefälle","Germany",2018,"29.10.",2018-10-29,2397,"e"
"Statistik der Sterbefälle","Germany",2018,"30.10.",2018-10-30,2459,"e"
"Statistik der Sterbefälle","Germany",2018,"31.10.",2018-10-31,2408,"e"
"Statistik der Sterbefälle","Germany",2018,"01.11.",2018-11-01,2398,"e"
"Statistik der Sterbefälle","Germany",2018,"02.11.",2018-11-02,2452,"e"
"Statistik der Sterbefälle","Germany",2018,"03.11.",2018-11-03,2430,"e"
"Statistik der Sterbefälle","Germany",2018,"04.11.",2018-11-04,2351,"e"
"Statistik der Sterbefälle","Germany",2018,"05.11.",2018-11-05,2569,"e"
"Statistik der Sterbefälle","Germany",2018,"06.11.",2018-11-06,2544,"e"
"Statistik der Sterbefälle","Germany",2018,"07.11.",2018-11-07,2459,"e"
"Statistik der Sterbefälle","Germany",2018,"08.11.",2018-11-08,2593,"e"
"Statistik der Sterbefälle","Germany",2018,"09.11.",2018-11-09,2532,"e"
"Statistik der Sterbefälle","Germany",2018,"10.11.",2018-11-10,2423,"e"
"Statistik der Sterbefälle","Germany",2018,"11.11.",2018-11-11,2484,"e"
"Statistik der Sterbefälle","Germany",2018,"12.11.",2018-11-12,2457,"e"
"Statistik der Sterbefälle","Germany",2018,"13.11.",2018-11-13,2476,"e"
"Statistik der Sterbefälle","Germany",2018,"14.11.",2018-11-14,2351,"e"
"Statistik der Sterbefälle","Germany",2018,"15.11.",2018-11-15,2355,"e"
"Statistik der Sterbefälle","Germany",2018,"16.11.",2018-11-16,2487,"e"
"Statistik der Sterbefälle","Germany",2018,"17.11.",2018-11-17,2335,"e"
"Statistik der Sterbefälle","Germany",2018,"18.11.",2018-11-18,2381,"e"
"Statistik der Sterbefälle","Germany",2018,"19.11.",2018-11-19,2509,"e"
"Statistik der Sterbefälle","Germany",2018,"20.11.",2018-11-20,2575,"e"
"Statistik der Sterbefälle","Germany",2018,"21.11.",2018-11-21,2535,"e"
"Statistik der Sterbefälle","Germany",2018,"22.11.",2018-11-22,2711,"e"
"Statistik der Sterbefälle","Germany",2018,"23.11.",2018-11-23,2572,"e"
"Statistik der Sterbefälle","Germany",2018,"24.11.",2018-11-24,2527,"e"
"Statistik der Sterbefälle","Germany",2018,"25.11.",2018-11-25,2356,"e"
"Statistik der Sterbefälle","Germany",2018,"26.11.",2018-11-26,2534,"e"
"Statistik der Sterbefälle","Germany",2018,"27.11.",2018-11-27,2517,"e"
"Statistik der Sterbefälle","Germany",2018,"28.11.",2018-11-28,2518,"e"
"Statistik der Sterbefälle","Germany",2018,"29.11.",2018-11-29,2690,"e"
"Statistik der Sterbefälle","Germany",2018,"30.11.",2018-11-30,2641,"e"
"Statistik der Sterbefälle","Germany",2018,"01.12.",2018-12-01,2583,"e"
"Statistik der Sterbefälle","Germany",2018,"02.12.",2018-12-02,2608,"e"
"Statistik der Sterbefälle","Germany",2018,"03.12.",2018-12-03,2718,"e"
"Statistik der Sterbefälle","Germany",2018,"04.12.",2018-12-04,2594,"e"
"Statistik der Sterbefälle","Germany",2018,"05.12.",2018-12-05,2558,"e"
"Statistik der Sterbefälle","Germany",2018,"06.12.",2018-12-06,2605,"e"
"Statistik der Sterbefälle","Germany",2018,"07.12.",2018-12-07,2761,"e"
"Statistik der Sterbefälle","Germany",2018,"08.12.",2018-12-08,2511,"e"
"Statistik der Sterbefälle","Germany",2018,"09.12.",2018-12-09,2595,"e"
"Statistik der Sterbefälle","Germany",2018,"10.12.",2018-12-10,2522,"e"
"Statistik der Sterbefälle","Germany",2018,"11.12.",2018-12-11,2622,"e"
"Statistik der Sterbefälle","Germany",2018,"12.12.",2018-12-12,2611,"e"
"Statistik der Sterbefälle","Germany",2018,"13.12.",2018-12-13,2587,"e"
"Statistik der Sterbefälle","Germany",2018,"14.12.",2018-12-14,2599,"e"
"Statistik der Sterbefälle","Germany",2018,"15.12.",2018-12-15,2508,"e"
"Statistik der Sterbefälle","Germany",2018,"16.12.",2018-12-16,2494,"e"
"Statistik der Sterbefälle","Germany",2018,"17.12.",2018-12-17,2678,"e"
"Statistik der Sterbefälle","Germany",2018,"18.12.",2018-12-18,2610,"e"
"Statistik der Sterbefälle","Germany",2018,"19.12.",2018-12-19,2744,"e"
"Statistik der Sterbefälle","Germany",2018,"20.12.",2018-12-20,2777,"e"
"Statistik der Sterbefälle","Germany",2018,"21.12.",2018-12-21,2836,"e"
"Statistik der Sterbefälle","Germany",2018,"22.12.",2018-12-22,2791,"e"
"Statistik der Sterbefälle","Germany",2018,"23.12.",2018-12-23,2554,"e"
"Statistik der Sterbefälle","Germany",2018,"24.12.",2018-12-24,2623,"e"
"Statistik der Sterbefälle","Germany",2018,"25.12.",2018-12-25,2448,"e"
"Statistik der Sterbefälle","Germany",2018,"26.12.",2018-12-26,2537,"e"
"Statistik der Sterbefälle","Germany",2018,"27.12.",2018-12-27,2616,"e"
"Statistik der Sterbefälle","Germany",2018,"28.12.",2018-12-28,2704,"e"
"Statistik der Sterbefälle","Germany",2018,"29.12.",2018-12-29,2573,"e"
"Statistik der Sterbefälle","Germany",2018,"30.12.",2018-12-30,2453,"e"
"Statistik der Sterbefälle","Germany",2018,"31.12.",2018-12-31,2579,"e"
"Statistik der Sterbefälle","Germany",2019,"01.01.",2019-01-01,2639,"e"
"Statistik der Sterbefälle","Germany",2019,"02.01.",2019-01-02,2642,"e"
"Statistik der Sterbefälle","Germany",2019,"03.01.",2019-01-03,2610,"e"
"Statistik der Sterbefälle","Germany",2019,"04.01.",2019-01-04,2782,"e"
"Statistik der Sterbefälle","Germany",2019,"05.01.",2019-01-05,2818,"e"
"Statistik der Sterbefälle","Germany",2019,"06.01.",2019-01-06,2616,"e"
"Statistik der Sterbefälle","Germany",2019,"07.01.",2019-01-07,2749,"e"
"Statistik der Sterbefälle","Germany",2019,"08.01.",2019-01-08,2823,"e"
"Statistik der Sterbefälle","Germany",2019,"09.01.",2019-01-09,2758,"e"
"Statistik der Sterbefälle","Germany",2019,"10.01.",2019-01-10,2750,"e"
"Statistik der Sterbefälle","Germany",2019,"11.01.",2019-01-11,2796,"e"
"Statistik der Sterbefälle","Germany",2019,"12.01.",2019-01-12,2681,"e"
"Statistik der Sterbefälle","Germany",2019,"13.01.",2019-01-13,2613,"e"
