"statistic","country","year","day","date","deaths","quality"
"Statistik der Sterbefälle","Germany",2006,"10.03.",2006-03-10,2539,"e"
"Statistik der Sterbefälle","Germany",2006,"11.03.",2006-03-11,2295,"e"
"Statistik der Sterbefälle","Germany",2006,"12.03.",2006-03-12,2304,"e"
"Statistik der Sterbefälle","Germany",2006,"13.03.",2006-03-13,2315,"e"
"Statistik der Sterbefälle","Germany",2006,"14.03.",2006-03-14,2345,"e"
"Statistik der Sterbefälle","Germany",2006,"15.03.",2006-03-15,2399,"e"
"Statistik der Sterbefälle","Germany",2006,"16.03.",2006-03-16,2339,"e"
"Statistik der Sterbefälle","Germany",2006,"17.03.",2006-03-17,2385,"e"
"Statistik der Sterbefälle","Germany",2006,"18.03.",2006-03-18,2332,"e"
"Statistik der Sterbefälle","Germany",2006,"19.03.",2006-03-19,2281,"e"
"Statistik der Sterbefälle","Germany",2006,"20.03.",2006-03-20,2437,"e"
"Statistik der Sterbefälle","Germany",2006,"21.03.",2006-03-21,2392,"e"
"Statistik der Sterbefälle","Germany",2006,"22.03.",2006-03-22,2329,"e"
"Statistik der Sterbefälle","Germany",2006,"23.03.",2006-03-23,2382,"e"
"Statistik der Sterbefälle","Germany",2006,"24.03.",2006-03-24,2433,"e"
"Statistik der Sterbefälle","Germany",2006,"25.03.",2006-03-25,2446,"e"
"Statistik der Sterbefälle","Germany",2006,"26.03.",2006-03-26,2203,"e"
"Statistik der Sterbefälle","Germany",2006,"27.03.",2006-03-27,2452,"e"
"Statistik der Sterbefälle","Germany",2006,"28.03.",2006-03-28,2436,"e"
"Statistik der Sterbefälle","Germany",2006,"29.03.",2006-03-29,2282,"e"
"Statistik der Sterbefälle","Germany",2006,"30.03.",2006-03-30,2399,"e"
"Statistik der Sterbefälle","Germany",2006,"31.03.",2006-03-31,2412,"e"
"Statistik der Sterbefälle","Germany",2006,"01.04.",2006-04-01,2369,"e"
"Statistik der Sterbefälle","Germany",2006,"02.04.",2006-04-02,2295,"e"
"Statistik der Sterbefälle","Germany",2006,"03.04.",2006-04-03,2385,"e"
"Statistik der Sterbefälle","Germany",2006,"04.04.",2006-04-04,2318,"e"
"Statistik der Sterbefälle","Germany",2006,"05.04.",2006-04-05,2352,"e"
"Statistik der Sterbefälle","Germany",2006,"06.04.",2006-04-06,2235,"e"
"Statistik der Sterbefälle","Germany",2006,"07.04.",2006-04-07,2259,"e"
"Statistik der Sterbefälle","Germany",2006,"08.04.",2006-04-08,2323,"e"
"Statistik der Sterbefälle","Germany",2006,"09.04.",2006-04-09,2241,"e"
"Statistik der Sterbefälle","Germany",2006,"10.04.",2006-04-10,2433,"e"
"Statistik der Sterbefälle","Germany",2006,"11.04.",2006-04-11,2223,"e"
"Statistik der Sterbefälle","Germany",2006,"12.04.",2006-04-12,2262,"e"
"Statistik der Sterbefälle","Germany",2006,"13.04.",2006-04-13,2365,"e"
"Statistik der Sterbefälle","Germany",2006,"14.04.",2006-04-14,2287,"e"
"Statistik der Sterbefälle","Germany",2006,"15.04.",2006-04-15,2273,"e"
"Statistik der Sterbefälle","Germany",2006,"16.04.",2006-04-16,2222,"e"
"Statistik der Sterbefälle","Germany",2006,"17.04.",2006-04-17,2229,"e"
"Statistik der Sterbefälle","Germany",2006,"18.04.",2006-04-18,2238,"e"
"Statistik der Sterbefälle","Germany",2006,"19.04.",2006-04-19,2214,"e"
"Statistik der Sterbefälle","Germany",2006,"20.04.",2006-04-20,2330,"e"
"Statistik der Sterbefälle","Germany",2006,"21.04.",2006-04-21,2198,"e"
"Statistik der Sterbefälle","Germany",2006,"22.04.",2006-04-22,2331,"e"
"Statistik der Sterbefälle","Germany",2006,"23.04.",2006-04-23,2148,"e"
"Statistik der Sterbefälle","Germany",2006,"24.04.",2006-04-24,2302,"e"
"Statistik der Sterbefälle","Germany",2006,"25.04.",2006-04-25,2337,"e"
"Statistik der Sterbefälle","Germany",2006,"26.04.",2006-04-26,2201,"e"
"Statistik der Sterbefälle","Germany",2006,"27.04.",2006-04-27,2219,"e"
"Statistik der Sterbefälle","Germany",2006,"28.04.",2006-04-28,2181,"e"
"Statistik der Sterbefälle","Germany",2006,"29.04.",2006-04-29,2183,"e"
"Statistik der Sterbefälle","Germany",2006,"30.04.",2006-04-30,2152,"e"
"Statistik der Sterbefälle","Germany",2006,"01.05.",2006-05-01,2151,"e"
"Statistik der Sterbefälle","Germany",2006,"02.05.",2006-05-02,2246,"e"
"Statistik der Sterbefälle","Germany",2006,"03.05.",2006-05-03,2286,"e"
"Statistik der Sterbefälle","Germany",2006,"04.05.",2006-05-04,2203,"e"
"Statistik der Sterbefälle","Germany",2006,"05.05.",2006-05-05,2352,"e"
"Statistik der Sterbefälle","Germany",2006,"06.05.",2006-05-06,2266,"e"
"Statistik der Sterbefälle","Germany",2006,"07.05.",2006-05-07,2236,"e"
"Statistik der Sterbefälle","Germany",2006,"08.05.",2006-05-08,2293,"e"
"Statistik der Sterbefälle","Germany",2006,"09.05.",2006-05-09,2365,"e"
"Statistik der Sterbefälle","Germany",2006,"10.05.",2006-05-10,2262,"e"
"Statistik der Sterbefälle","Germany",2006,"11.05.",2006-05-11,2295,"e"
"Statistik der Sterbefälle","Germany",2006,"12.05.",2006-05-12,2280,"e"
"Statistik der Sterbefälle","Germany",2006,"13.05.",2006-05-13,2280,"e"
"Statistik der Sterbefälle","Germany",2006,"14.05.",2006-05-14,2207,"e"
"Statistik der Sterbefälle","Germany",2006,"15.05.",2006-05-15,2161,"e"
"Statistik der Sterbefälle","Germany",2006,"16.05.",2006-05-16,2200,"e"
"Statistik der Sterbefälle","Germany",2006,"17.05.",2006-05-17,2291,"e"
"Statistik der Sterbefälle","Germany",2006,"18.05.",2006-05-18,2200,"e"
"Statistik der Sterbefälle","Germany",2006,"19.05.",2006-05-19,2181,"e"
"Statistik der Sterbefälle","Germany",2006,"20.05.",2006-05-20,2092,"e"
"Statistik der Sterbefälle","Germany",2006,"21.05.",2006-05-21,2031,"e"
"Statistik der Sterbefälle","Germany",2006,"22.05.",2006-05-22,2198,"e"
"Statistik der Sterbefälle","Germany",2006,"23.05.",2006-05-23,2107,"e"
"Statistik der Sterbefälle","Germany",2006,"24.05.",2006-05-24,2110,"e"
"Statistik der Sterbefälle","Germany",2006,"25.05.",2006-05-25,2073,"e"
"Statistik der Sterbefälle","Germany",2006,"26.05.",2006-05-26,2143,"e"
"Statistik der Sterbefälle","Germany",2006,"27.05.",2006-05-27,1991,"e"
"Statistik der Sterbefälle","Germany",2006,"28.05.",2006-05-28,2123,"e"
"Statistik der Sterbefälle","Germany",2006,"29.05.",2006-05-29,2064,"e"
"Statistik der Sterbefälle","Germany",2006,"30.05.",2006-05-30,2033,"e"
"Statistik der Sterbefälle","Germany",2006,"31.05.",2006-05-31,2117,"e"
"Statistik der Sterbefälle","Germany",2006,"01.06.",2006-06-01,2178,"e"
"Statistik der Sterbefälle","Germany",2006,"02.06.",2006-06-02,2195,"e"
"Statistik der Sterbefälle","Germany",2006,"03.06.",2006-06-03,2206,"e"
"Statistik der Sterbefälle","Germany",2006,"04.06.",2006-06-04,2141,"e"
"Statistik der Sterbefälle","Germany",2006,"05.06.",2006-06-05,2078,"e"
"Statistik der Sterbefälle","Germany",2006,"06.06.",2006-06-06,2213,"e"
"Statistik der Sterbefälle","Germany",2006,"07.06.",2006-06-07,2161,"e"
"Statistik der Sterbefälle","Germany",2006,"08.06.",2006-06-08,2170,"e"
"Statistik der Sterbefälle","Germany",2006,"09.06.",2006-06-09,2193,"e"
"Statistik der Sterbefälle","Germany",2006,"10.06.",2006-06-10,2245,"e"
"Statistik der Sterbefälle","Germany",2006,"11.06.",2006-06-11,2260,"e"
"Statistik der Sterbefälle","Germany",2006,"12.06.",2006-06-12,2385,"e"
"Statistik der Sterbefälle","Germany",2006,"13.06.",2006-06-13,2426,"e"
"Statistik der Sterbefälle","Germany",2006,"14.06.",2006-06-14,2558,"e"
"Statistik der Sterbefälle","Germany",2006,"15.06.",2006-06-15,2365,"e"
"Statistik der Sterbefälle","Germany",2006,"16.06.",2006-06-16,2268,"e"
"Statistik der Sterbefälle","Germany",2006,"17.06.",2006-06-17,2172,"e"
"Statistik der Sterbefälle","Germany",2006,"18.06.",2006-06-18,2073,"e"
"Statistik der Sterbefälle","Germany",2006,"19.06.",2006-06-19,2389,"e"
"Statistik der Sterbefälle","Germany",2006,"20.06.",2006-06-20,2232,"e"
"Statistik der Sterbefälle","Germany",2006,"21.06.",2006-06-21,2221,"e"
"Statistik der Sterbefälle","Germany",2006,"22.06.",2006-06-22,2129,"e"
"Statistik der Sterbefälle","Germany",2006,"23.06.",2006-06-23,2060,"e"
"Statistik der Sterbefälle","Germany",2006,"24.06.",2006-06-24,2069,"e"
"Statistik der Sterbefälle","Germany",2006,"25.06.",2006-06-25,2210,"e"
"Statistik der Sterbefälle","Germany",2006,"26.06.",2006-06-26,2326,"e"
"Statistik der Sterbefälle","Germany",2006,"27.06.",2006-06-27,2141,"e"
"Statistik der Sterbefälle","Germany",2006,"28.06.",2006-06-28,2086,"e"
"Statistik der Sterbefälle","Germany",2006,"29.06.",2006-06-29,2017,"e"
"Statistik der Sterbefälle","Germany",2006,"30.06.",2006-06-30,2010,"e"
"Statistik der Sterbefälle","Germany",2006,"01.07.",2006-07-01,2094,"e"
"Statistik der Sterbefälle","Germany",2006,"02.07.",2006-07-02,2080,"e"
"Statistik der Sterbefälle","Germany",2006,"03.07.",2006-07-03,2141,"e"
"Statistik der Sterbefälle","Germany",2006,"04.07.",2006-07-04,2392,"e"
"Statistik der Sterbefälle","Germany",2006,"05.07.",2006-07-05,2429,"e"
"Statistik der Sterbefälle","Germany",2006,"06.07.",2006-07-06,2499,"e"
"Statistik der Sterbefälle","Germany",2006,"07.07.",2006-07-07,2316,"e"
"Statistik der Sterbefälle","Germany",2006,"08.07.",2006-07-08,2091,"e"
"Statistik der Sterbefälle","Germany",2006,"09.07.",2006-07-09,2116,"e"
"Statistik der Sterbefälle","Germany",2006,"10.07.",2006-07-10,2084,"e"
"Statistik der Sterbefälle","Germany",2006,"11.07.",2006-07-11,2292,"e"
"Statistik der Sterbefälle","Germany",2006,"12.07.",2006-07-12,2202,"e"
"Statistik der Sterbefälle","Germany",2006,"13.07.",2006-07-13,2263,"e"
"Statistik der Sterbefälle","Germany",2006,"14.07.",2006-07-14,2187,"e"
"Statistik der Sterbefälle","Germany",2006,"15.07.",2006-07-15,1991,"e"
"Statistik der Sterbefälle","Germany",2006,"16.07.",2006-07-16,2082,"e"
"Statistik der Sterbefälle","Germany",2006,"17.07.",2006-07-17,2173,"e"
"Statistik der Sterbefälle","Germany",2006,"18.07.",2006-07-18,2217,"e"
"Statistik der Sterbefälle","Germany",2006,"19.07.",2006-07-19,2333,"e"
"Statistik der Sterbefälle","Germany",2006,"20.07.",2006-07-20,2613,"e"
"Statistik der Sterbefälle","Germany",2006,"21.07.",2006-07-21,2742,"e"
"Statistik der Sterbefälle","Germany",2006,"22.07.",2006-07-22,2643,"e"
"Statistik der Sterbefälle","Germany",2006,"23.07.",2006-07-23,2512,"e"
"Statistik der Sterbefälle","Germany",2006,"24.07.",2006-07-24,2609,"e"
"Statistik der Sterbefälle","Germany",2006,"25.07.",2006-07-25,2522,"e"
"Statistik der Sterbefälle","Germany",2006,"26.07.",2006-07-26,2745,"e"
"Statistik der Sterbefälle","Germany",2006,"27.07.",2006-07-27,2741,"e"
"Statistik der Sterbefälle","Germany",2006,"28.07.",2006-07-28,2707,"e"
"Statistik der Sterbefälle","Germany",2006,"29.07.",2006-07-29,2430,"e"
"Statistik der Sterbefälle","Germany",2006,"30.07.",2006-07-30,2298,"e"
"Statistik der Sterbefälle","Germany",2006,"31.07.",2006-07-31,2320,"e"
"Statistik der Sterbefälle","Germany",2006,"01.08.",2006-08-01,2199,"e"
"Statistik der Sterbefälle","Germany",2006,"02.08.",2006-08-02,2059,"e"
"Statistik der Sterbefälle","Germany",2006,"03.08.",2006-08-03,2140,"e"
"Statistik der Sterbefälle","Germany",2006,"04.08.",2006-08-04,2091,"e"
"Statistik der Sterbefälle","Germany",2006,"05.08.",2006-08-05,2059,"e"
"Statistik der Sterbefälle","Germany",2006,"06.08.",2006-08-06,2028,"e"
"Statistik der Sterbefälle","Germany",2006,"07.08.",2006-08-07,2164,"e"
"Statistik der Sterbefälle","Germany",2006,"08.08.",2006-08-08,2035,"e"
"Statistik der Sterbefälle","Germany",2006,"09.08.",2006-08-09,2081,"e"
"Statistik der Sterbefälle","Germany",2006,"10.08.",2006-08-10,2045,"e"
"Statistik der Sterbefälle","Germany",2006,"11.08.",2006-08-11,2041,"e"
"Statistik der Sterbefälle","Germany",2006,"12.08.",2006-08-12,2068,"e"
"Statistik der Sterbefälle","Germany",2006,"13.08.",2006-08-13,2034,"e"
"Statistik der Sterbefälle","Germany",2006,"14.08.",2006-08-14,2068,"e"
"Statistik der Sterbefälle","Germany",2006,"15.08.",2006-08-15,2158,"e"
"Statistik der Sterbefälle","Germany",2006,"16.08.",2006-08-16,2155,"e"
"Statistik der Sterbefälle","Germany",2006,"17.08.",2006-08-17,2136,"e"
"Statistik der Sterbefälle","Germany",2006,"18.08.",2006-08-18,2224,"e"
"Statistik der Sterbefälle","Germany",2006,"19.08.",2006-08-19,2144,"e"
"Statistik der Sterbefälle","Germany",2006,"20.08.",2006-08-20,2055,"e"
"Statistik der Sterbefälle","Germany",2006,"21.08.",2006-08-21,2137,"e"
"Statistik der Sterbefälle","Germany",2006,"22.08.",2006-08-22,2183,"e"
"Statistik der Sterbefälle","Germany",2006,"23.08.",2006-08-23,2122,"e"
"Statistik der Sterbefälle","Germany",2006,"24.08.",2006-08-24,2071,"e"
"Statistik der Sterbefälle","Germany",2006,"25.08.",2006-08-25,2115,"e"
"Statistik der Sterbefälle","Germany",2006,"26.08.",2006-08-26,2004,"e"
"Statistik der Sterbefälle","Germany",2006,"27.08.",2006-08-27,2004,"e"
"Statistik der Sterbefälle","Germany",2006,"28.08.",2006-08-28,1999,"e"
"Statistik der Sterbefälle","Germany",2006,"29.08.",2006-08-29,2038,"e"
"Statistik der Sterbefälle","Germany",2006,"30.08.",2006-08-30,2039,"e"
"Statistik der Sterbefälle","Germany",2006,"31.08.",2006-08-31,2081,"e"
"Statistik der Sterbefälle","Germany",2006,"01.09.",2006-09-01,2216,"e"
"Statistik der Sterbefälle","Germany",2006,"02.09.",2006-09-02,2146,"e"
"Statistik der Sterbefälle","Germany",2006,"03.09.",2006-09-03,2171,"e"
"Statistik der Sterbefälle","Germany",2006,"04.09.",2006-09-04,2252,"e"
"Statistik der Sterbefälle","Germany",2006,"05.09.",2006-09-05,2158,"e"
"Statistik der Sterbefälle","Germany",2006,"06.09.",2006-09-06,2153,"e"
"Statistik der Sterbefälle","Germany",2006,"07.09.",2006-09-07,2168,"e"
"Statistik der Sterbefälle","Germany",2006,"08.09.",2006-09-08,2053,"e"
"Statistik der Sterbefälle","Germany",2006,"09.09.",2006-09-09,2051,"e"
"Statistik der Sterbefälle","Germany",2006,"10.09.",2006-09-10,2054,"e"
"Statistik der Sterbefälle","Germany",2006,"11.09.",2006-09-11,2266,"e"
"Statistik der Sterbefälle","Germany",2006,"12.09.",2006-09-12,2208,"e"
"Statistik der Sterbefälle","Germany",2006,"13.09.",2006-09-13,2238,"e"
"Statistik der Sterbefälle","Germany",2006,"14.09.",2006-09-14,2148,"e"
"Statistik der Sterbefälle","Germany",2006,"15.09.",2006-09-15,2246,"e"
"Statistik der Sterbefälle","Germany",2006,"16.09.",2006-09-16,2296,"e"
"Statistik der Sterbefälle","Germany",2006,"17.09.",2006-09-17,2224,"e"
"Statistik der Sterbefälle","Germany",2006,"18.09.",2006-09-18,2239,"e"
"Statistik der Sterbefälle","Germany",2006,"19.09.",2006-09-19,2200,"e"
"Statistik der Sterbefälle","Germany",2006,"20.09.",2006-09-20,2087,"e"
"Statistik der Sterbefälle","Germany",2006,"21.09.",2006-09-21,2127,"e"
"Statistik der Sterbefälle","Germany",2006,"22.09.",2006-09-22,2117,"e"
"Statistik der Sterbefälle","Germany",2006,"23.09.",2006-09-23,2130,"e"
"Statistik der Sterbefälle","Germany",2006,"24.09.",2006-09-24,2083,"e"
"Statistik der Sterbefälle","Germany",2006,"25.09.",2006-09-25,2126,"e"
"Statistik der Sterbefälle","Germany",2006,"26.09.",2006-09-26,2063,"e"
"Statistik der Sterbefälle","Germany",2006,"27.09.",2006-09-27,2074,"e"
"Statistik der Sterbefälle","Germany",2006,"28.09.",2006-09-28,2047,"e"
"Statistik der Sterbefälle","Germany",2006,"29.09.",2006-09-29,2096,"e"
"Statistik der Sterbefälle","Germany",2006,"30.09.",2006-09-30,2065,"e"
"Statistik der Sterbefälle","Germany",2006,"01.10.",2006-10-01,2066,"e"
"Statistik der Sterbefälle","Germany",2006,"02.10.",2006-10-02,2086,"e"
"Statistik der Sterbefälle","Germany",2006,"03.10.",2006-10-03,1982,"e"
"Statistik der Sterbefälle","Germany",2006,"04.10.",2006-10-04,1976,"e"
"Statistik der Sterbefälle","Germany",2006,"05.10.",2006-10-05,2019,"e"
"Statistik der Sterbefälle","Germany",2006,"06.10.",2006-10-06,2056,"e"
"Statistik der Sterbefälle","Germany",2006,"07.10.",2006-10-07,2103,"e"
"Statistik der Sterbefälle","Germany",2006,"08.10.",2006-10-08,1950,"e"
"Statistik der Sterbefälle","Germany",2006,"09.10.",2006-10-09,2062,"e"
"Statistik der Sterbefälle","Germany",2006,"10.10.",2006-10-10,2108,"e"
"Statistik der Sterbefälle","Germany",2006,"11.10.",2006-10-11,2202,"e"
"Statistik der Sterbefälle","Germany",2006,"12.10.",2006-10-12,2144,"e"
"Statistik der Sterbefälle","Germany",2006,"13.10.",2006-10-13,2181,"e"
"Statistik der Sterbefälle","Germany",2006,"14.10.",2006-10-14,2052,"e"
"Statistik der Sterbefälle","Germany",2006,"15.10.",2006-10-15,2002,"e"
"Statistik der Sterbefälle","Germany",2006,"16.10.",2006-10-16,2179,"e"
"Statistik der Sterbefälle","Germany",2006,"17.10.",2006-10-17,2220,"e"
"Statistik der Sterbefälle","Germany",2006,"18.10.",2006-10-18,2186,"e"
"Statistik der Sterbefälle","Germany",2006,"19.10.",2006-10-19,2234,"e"
"Statistik der Sterbefälle","Germany",2006,"20.10.",2006-10-20,2340,"e"
"Statistik der Sterbefälle","Germany",2006,"21.10.",2006-10-21,2210,"e"
"Statistik der Sterbefälle","Germany",2006,"22.10.",2006-10-22,2117,"e"
"Statistik der Sterbefälle","Germany",2006,"23.10.",2006-10-23,2270,"e"
"Statistik der Sterbefälle","Germany",2006,"24.10.",2006-10-24,2199,"e"
"Statistik der Sterbefälle","Germany",2006,"25.10.",2006-10-25,2127,"e"
"Statistik der Sterbefälle","Germany",2006,"26.10.",2006-10-26,2244,"e"
"Statistik der Sterbefälle","Germany",2006,"27.10.",2006-10-27,2180,"e"
"Statistik der Sterbefälle","Germany",2006,"28.10.",2006-10-28,2122,"e"
"Statistik der Sterbefälle","Germany",2006,"29.10.",2006-10-29,2147,"e"
"Statistik der Sterbefälle","Germany",2006,"30.10.",2006-10-30,2056,"e"
"Statistik der Sterbefälle","Germany",2006,"31.10.",2006-10-31,2145,"e"
"Statistik der Sterbefälle","Germany",2006,"01.11.",2006-11-01,2171,"e"
"Statistik der Sterbefälle","Germany",2006,"02.11.",2006-11-02,2179,"e"
"Statistik der Sterbefälle","Germany",2006,"03.11.",2006-11-03,2213,"e"
"Statistik der Sterbefälle","Germany",2006,"04.11.",2006-11-04,2175,"e"
"Statistik der Sterbefälle","Germany",2006,"05.11.",2006-11-05,2189,"e"
"Statistik der Sterbefälle","Germany",2006,"06.11.",2006-11-06,2165,"e"
"Statistik der Sterbefälle","Germany",2006,"07.11.",2006-11-07,2229,"e"
"Statistik der Sterbefälle","Germany",2006,"08.11.",2006-11-08,2266,"e"
"Statistik der Sterbefälle","Germany",2006,"09.11.",2006-11-09,2310,"e"
"Statistik der Sterbefälle","Germany",2006,"10.11.",2006-11-10,2212,"e"
"Statistik der Sterbefälle","Germany",2006,"11.11.",2006-11-11,2310,"e"
"Statistik der Sterbefälle","Germany",2006,"12.11.",2006-11-12,2201,"e"
"Statistik der Sterbefälle","Germany",2006,"13.11.",2006-11-13,2262,"e"
"Statistik der Sterbefälle","Germany",2006,"14.11.",2006-11-14,2286,"e"
"Statistik der Sterbefälle","Germany",2006,"15.11.",2006-11-15,2198,"e"
"Statistik der Sterbefälle","Germany",2006,"16.11.",2006-11-16,2196,"e"
"Statistik der Sterbefälle","Germany",2006,"17.11.",2006-11-17,2278,"e"
"Statistik der Sterbefälle","Germany",2006,"18.11.",2006-11-18,2170,"e"
"Statistik der Sterbefälle","Germany",2006,"19.11.",2006-11-19,2118,"e"
"Statistik der Sterbefälle","Germany",2006,"20.11.",2006-11-20,2257,"e"
"Statistik der Sterbefälle","Germany",2006,"21.11.",2006-11-21,2288,"e"
"Statistik der Sterbefälle","Germany",2006,"22.11.",2006-11-22,2193,"e"
"Statistik der Sterbefälle","Germany",2006,"23.11.",2006-11-23,2242,"e"
"Statistik der Sterbefälle","Germany",2006,"24.11.",2006-11-24,2237,"e"
"Statistik der Sterbefälle","Germany",2006,"25.11.",2006-11-25,2178,"e"
"Statistik der Sterbefälle","Germany",2006,"26.11.",2006-11-26,2074,"e"
"Statistik der Sterbefälle","Germany",2006,"27.11.",2006-11-27,2203,"e"
"Statistik der Sterbefälle","Germany",2006,"28.11.",2006-11-28,2168,"e"
"Statistik der Sterbefälle","Germany",2006,"29.11.",2006-11-29,2157,"e"
"Statistik der Sterbefälle","Germany",2006,"30.11.",2006-11-30,2163,"e"
"Statistik der Sterbefälle","Germany",2006,"01.12.",2006-12-01,2279,"e"
"Statistik der Sterbefälle","Germany",2006,"02.12.",2006-12-02,2239,"e"
"Statistik der Sterbefälle","Germany",2006,"03.12.",2006-12-03,2212,"e"
