"statistic","country","year","week","age","sex","deaths","quality"
"Statistik der Sterbefälle","Germany",2003,15,"75-79","Male","1156","e"
"Statistik der Sterbefälle","Germany",2003,15,"75-79","Female","1250","e"
"Statistik der Sterbefälle","Germany",2003,15,"80-84","Male","1119","e"
"Statistik der Sterbefälle","Germany",2003,15,"80-84","Female","1701","e"
"Statistik der Sterbefälle","Germany",2003,15,"85-89","Male","658","e"
"Statistik der Sterbefälle","Germany",2003,15,"85-89","Female","1567","e"
"Statistik der Sterbefälle","Germany",2003,15,"90-94","Male","437","e"
"Statistik der Sterbefälle","Germany",2003,15,"90-94","Female","1458","e"
"Statistik der Sterbefälle","Germany",2003,15,"95+","Male","111","e"
"Statistik der Sterbefälle","Germany",2003,15,"95+","Female","539","e"
"Statistik der Sterbefälle","Germany",2003,16,"0-29","Male","155","e"
"Statistik der Sterbefälle","Germany",2003,16,"0-29","Female","66","e"
"Statistik der Sterbefälle","Germany",2003,16,"30-34","Male","51","e"
"Statistik der Sterbefälle","Germany",2003,16,"30-34","Female","27","e"
"Statistik der Sterbefälle","Germany",2003,16,"35-39","Male","76","e"
"Statistik der Sterbefälle","Germany",2003,16,"35-39","Female","35","e"
"Statistik der Sterbefälle","Germany",2003,16,"40-44","Male","147","e"
"Statistik der Sterbefälle","Germany",2003,16,"40-44","Female","72","e"
"Statistik der Sterbefälle","Germany",2003,16,"45-49","Male","243","e"
"Statistik der Sterbefälle","Germany",2003,16,"45-49","Female","124","e"
"Statistik der Sterbefälle","Germany",2003,16,"50-54","Male","291","e"
"Statistik der Sterbefälle","Germany",2003,16,"50-54","Female","155","e"
"Statistik der Sterbefälle","Germany",2003,16,"55-59","Male","375","e"
"Statistik der Sterbefälle","Germany",2003,16,"55-59","Female","196","e"
"Statistik der Sterbefälle","Germany",2003,16,"60-64","Male","728","e"
"Statistik der Sterbefälle","Germany",2003,16,"60-64","Female","334","e"
"Statistik der Sterbefälle","Germany",2003,16,"65-69","Male","922","e"
"Statistik der Sterbefälle","Germany",2003,16,"65-69","Female","579","e"
"Statistik der Sterbefälle","Germany",2003,16,"70-74","Male","1108","e"
"Statistik der Sterbefälle","Germany",2003,16,"70-74","Female","735","e"
"Statistik der Sterbefälle","Germany",2003,16,"75-79","Male","1183","e"
"Statistik der Sterbefälle","Germany",2003,16,"75-79","Female","1140","e"
"Statistik der Sterbefälle","Germany",2003,16,"80-84","Male","1076","e"
"Statistik der Sterbefälle","Germany",2003,16,"80-84","Female","1732","e"
"Statistik der Sterbefälle","Germany",2003,16,"85-89","Male","689","e"
"Statistik der Sterbefälle","Germany",2003,16,"85-89","Female","1578","e"
"Statistik der Sterbefälle","Germany",2003,16,"90-94","Male","478","e"
"Statistik der Sterbefälle","Germany",2003,16,"90-94","Female","1440","e"
"Statistik der Sterbefälle","Germany",2003,16,"95+","Male","107","e"
"Statistik der Sterbefälle","Germany",2003,16,"95+","Female","534","e"
"Statistik der Sterbefälle","Germany",2003,17,"0-29","Male","138","e"
"Statistik der Sterbefälle","Germany",2003,17,"0-29","Female","69","e"
"Statistik der Sterbefälle","Germany",2003,17,"30-34","Male","40","e"
"Statistik der Sterbefälle","Germany",2003,17,"30-34","Female","18","e"
"Statistik der Sterbefälle","Germany",2003,17,"35-39","Male","97","e"
"Statistik der Sterbefälle","Germany",2003,17,"35-39","Female","47","e"
"Statistik der Sterbefälle","Germany",2003,17,"40-44","Male","144","e"
"Statistik der Sterbefälle","Germany",2003,17,"40-44","Female","73","e"
"Statistik der Sterbefälle","Germany",2003,17,"45-49","Male","201","e"
"Statistik der Sterbefälle","Germany",2003,17,"45-49","Female","105","e"
"Statistik der Sterbefälle","Germany",2003,17,"50-54","Male","295","e"
"Statistik der Sterbefälle","Germany",2003,17,"50-54","Female","145","e"
"Statistik der Sterbefälle","Germany",2003,17,"55-59","Male","361","e"
"Statistik der Sterbefälle","Germany",2003,17,"55-59","Female","177","e"
"Statistik der Sterbefälle","Germany",2003,17,"60-64","Male","670","e"
"Statistik der Sterbefälle","Germany",2003,17,"60-64","Female","377","e"
"Statistik der Sterbefälle","Germany",2003,17,"65-69","Male","954","e"
"Statistik der Sterbefälle","Germany",2003,17,"65-69","Female","505","e"
"Statistik der Sterbefälle","Germany",2003,17,"70-74","Male","1138","e"
"Statistik der Sterbefälle","Germany",2003,17,"70-74","Female","720","e"
"Statistik der Sterbefälle","Germany",2003,17,"75-79","Male","1135","e"
"Statistik der Sterbefälle","Germany",2003,17,"75-79","Female","1179","e"
"Statistik der Sterbefälle","Germany",2003,17,"80-84","Male","1020","e"
"Statistik der Sterbefälle","Germany",2003,17,"80-84","Female","1694","e"
"Statistik der Sterbefälle","Germany",2003,17,"85-89","Male","657","e"
"Statistik der Sterbefälle","Germany",2003,17,"85-89","Female","1521","e"
"Statistik der Sterbefälle","Germany",2003,17,"90-94","Male","468","e"
"Statistik der Sterbefälle","Germany",2003,17,"90-94","Female","1460","e"
"Statistik der Sterbefälle","Germany",2003,17,"95+","Male","109","e"
"Statistik der Sterbefälle","Germany",2003,17,"95+","Female","526","e"
"Statistik der Sterbefälle","Germany",2003,18,"0-29","Male","165","e"
"Statistik der Sterbefälle","Germany",2003,18,"0-29","Female","73","e"
"Statistik der Sterbefälle","Germany",2003,18,"30-34","Male","51","e"
"Statistik der Sterbefälle","Germany",2003,18,"30-34","Female","23","e"
"Statistik der Sterbefälle","Germany",2003,18,"35-39","Male","84","e"
"Statistik der Sterbefälle","Germany",2003,18,"35-39","Female","48","e"
"Statistik der Sterbefälle","Germany",2003,18,"40-44","Male","136","e"
"Statistik der Sterbefälle","Germany",2003,18,"40-44","Female","81","e"
"Statistik der Sterbefälle","Germany",2003,18,"45-49","Male","210","e"
"Statistik der Sterbefälle","Germany",2003,18,"45-49","Female","99","e"
"Statistik der Sterbefälle","Germany",2003,18,"50-54","Male","271","e"
"Statistik der Sterbefälle","Germany",2003,18,"50-54","Female","150","e"
"Statistik der Sterbefälle","Germany",2003,18,"55-59","Male","390","e"
"Statistik der Sterbefälle","Germany",2003,18,"55-59","Female","162","e"
"Statistik der Sterbefälle","Germany",2003,18,"60-64","Male","693","e"
"Statistik der Sterbefälle","Germany",2003,18,"60-64","Female","336","e"
"Statistik der Sterbefälle","Germany",2003,18,"65-69","Male","874","e"
"Statistik der Sterbefälle","Germany",2003,18,"65-69","Female","458","e"
"Statistik der Sterbefälle","Germany",2003,18,"70-74","Male","1049","e"
"Statistik der Sterbefälle","Germany",2003,18,"70-74","Female","692","e"
"Statistik der Sterbefälle","Germany",2003,18,"75-79","Male","1157","e"
"Statistik der Sterbefälle","Germany",2003,18,"75-79","Female","1106","e"
"Statistik der Sterbefälle","Germany",2003,18,"80-84","Male","1028","e"
"Statistik der Sterbefälle","Germany",2003,18,"80-84","Female","1728","e"
"Statistik der Sterbefälle","Germany",2003,18,"85-89","Male","640","e"
"Statistik der Sterbefälle","Germany",2003,18,"85-89","Female","1462","e"
"Statistik der Sterbefälle","Germany",2003,18,"90-94","Male","410","e"
"Statistik der Sterbefälle","Germany",2003,18,"90-94","Female","1408","e"
"Statistik der Sterbefälle","Germany",2003,18,"95+","Male","103","e"
"Statistik der Sterbefälle","Germany",2003,18,"95+","Female","488","e"
"Statistik der Sterbefälle","Germany",2003,19,"0-29","Male","154","e"
"Statistik der Sterbefälle","Germany",2003,19,"0-29","Female","80","e"
"Statistik der Sterbefälle","Germany",2003,19,"30-34","Male","47","e"
"Statistik der Sterbefälle","Germany",2003,19,"30-34","Female","27","e"
"Statistik der Sterbefälle","Germany",2003,19,"35-39","Male","98","e"
"Statistik der Sterbefälle","Germany",2003,19,"35-39","Female","41","e"
"Statistik der Sterbefälle","Germany",2003,19,"40-44","Male","139","e"
"Statistik der Sterbefälle","Germany",2003,19,"40-44","Female","73","e"
"Statistik der Sterbefälle","Germany",2003,19,"45-49","Male","267","e"
"Statistik der Sterbefälle","Germany",2003,19,"45-49","Female","98","e"
"Statistik der Sterbefälle","Germany",2003,19,"50-54","Male","320","e"
"Statistik der Sterbefälle","Germany",2003,19,"50-54","Female","157","e"
"Statistik der Sterbefälle","Germany",2003,19,"55-59","Male","359","e"
"Statistik der Sterbefälle","Germany",2003,19,"55-59","Female","190","e"
"Statistik der Sterbefälle","Germany",2003,19,"60-64","Male","694","e"
"Statistik der Sterbefälle","Germany",2003,19,"60-64","Female","341","e"
"Statistik der Sterbefälle","Germany",2003,19,"65-69","Male","955","e"
"Statistik der Sterbefälle","Germany",2003,19,"65-69","Female","467","e"
"Statistik der Sterbefälle","Germany",2003,19,"70-74","Male","1071","e"
"Statistik der Sterbefälle","Germany",2003,19,"70-74","Female","679","e"
"Statistik der Sterbefälle","Germany",2003,19,"75-79","Male","1165","e"
"Statistik der Sterbefälle","Germany",2003,19,"75-79","Female","1080","e"
"Statistik der Sterbefälle","Germany",2003,19,"80-84","Male","1031","e"
"Statistik der Sterbefälle","Germany",2003,19,"80-84","Female","1605","e"
"Statistik der Sterbefälle","Germany",2003,19,"85-89","Male","610","e"
"Statistik der Sterbefälle","Germany",2003,19,"85-89","Female","1497","e"
"Statistik der Sterbefälle","Germany",2003,19,"90-94","Male","428","e"
"Statistik der Sterbefälle","Germany",2003,19,"90-94","Female","1386","e"
"Statistik der Sterbefälle","Germany",2003,19,"95+","Male","98","e"
"Statistik der Sterbefälle","Germany",2003,19,"95+","Female","511","e"
"Statistik der Sterbefälle","Germany",2003,20,"0-29","Male","153","e"
"Statistik der Sterbefälle","Germany",2003,20,"0-29","Female","61","e"
"Statistik der Sterbefälle","Germany",2003,20,"30-34","Male","52","e"
"Statistik der Sterbefälle","Germany",2003,20,"30-34","Female","23","e"
"Statistik der Sterbefälle","Germany",2003,20,"35-39","Male","94","e"
"Statistik der Sterbefälle","Germany",2003,20,"35-39","Female","43","e"
"Statistik der Sterbefälle","Germany",2003,20,"40-44","Male","152","e"
"Statistik der Sterbefälle","Germany",2003,20,"40-44","Female","82","e"
"Statistik der Sterbefälle","Germany",2003,20,"45-49","Male","208","e"
"Statistik der Sterbefälle","Germany",2003,20,"45-49","Female","114","e"
"Statistik der Sterbefälle","Germany",2003,20,"50-54","Male","310","e"
"Statistik der Sterbefälle","Germany",2003,20,"50-54","Female","148","e"
"Statistik der Sterbefälle","Germany",2003,20,"55-59","Male","370","e"
"Statistik der Sterbefälle","Germany",2003,20,"55-59","Female","188","e"
"Statistik der Sterbefälle","Germany",2003,20,"60-64","Male","693","e"
"Statistik der Sterbefälle","Germany",2003,20,"60-64","Female","324","e"
"Statistik der Sterbefälle","Germany",2003,20,"65-69","Male","885","e"
"Statistik der Sterbefälle","Germany",2003,20,"65-69","Female","501","e"
"Statistik der Sterbefälle","Germany",2003,20,"70-74","Male","1066","e"
"Statistik der Sterbefälle","Germany",2003,20,"70-74","Female","653","e"
"Statistik der Sterbefälle","Germany",2003,20,"75-79","Male","1076","e"
"Statistik der Sterbefälle","Germany",2003,20,"75-79","Female","1123","e"
"Statistik der Sterbefälle","Germany",2003,20,"80-84","Male","1011","e"
"Statistik der Sterbefälle","Germany",2003,20,"80-84","Female","1512","e"
"Statistik der Sterbefälle","Germany",2003,20,"85-89","Male","578","e"
"Statistik der Sterbefälle","Germany",2003,20,"85-89","Female","1344","e"
"Statistik der Sterbefälle","Germany",2003,20,"90-94","Male","408","e"
"Statistik der Sterbefälle","Germany",2003,20,"90-94","Female","1277","e"
"Statistik der Sterbefälle","Germany",2003,20,"95+","Male","97","e"
"Statistik der Sterbefälle","Germany",2003,20,"95+","Female","496","e"
"Statistik der Sterbefälle","Germany",2003,21,"0-29","Male","156","e"
"Statistik der Sterbefälle","Germany",2003,21,"0-29","Female","62","e"
"Statistik der Sterbefälle","Germany",2003,21,"30-34","Male","52","e"
"Statistik der Sterbefälle","Germany",2003,21,"30-34","Female","23","e"
"Statistik der Sterbefälle","Germany",2003,21,"35-39","Male","90","e"
"Statistik der Sterbefälle","Germany",2003,21,"35-39","Female","45","e"
"Statistik der Sterbefälle","Germany",2003,21,"40-44","Male","154","e"
"Statistik der Sterbefälle","Germany",2003,21,"40-44","Female","76","e"
"Statistik der Sterbefälle","Germany",2003,21,"45-49","Male","214","e"
"Statistik der Sterbefälle","Germany",2003,21,"45-49","Female","124","e"
"Statistik der Sterbefälle","Germany",2003,21,"50-54","Male","314","e"
"Statistik der Sterbefälle","Germany",2003,21,"50-54","Female","163","e"
"Statistik der Sterbefälle","Germany",2003,21,"55-59","Male","361","e"
"Statistik der Sterbefälle","Germany",2003,21,"55-59","Female","187","e"
"Statistik der Sterbefälle","Germany",2003,21,"60-64","Male","659","e"
"Statistik der Sterbefälle","Germany",2003,21,"60-64","Female","312","e"
"Statistik der Sterbefälle","Germany",2003,21,"65-69","Male","878","e"
"Statistik der Sterbefälle","Germany",2003,21,"65-69","Female","505","e"
"Statistik der Sterbefälle","Germany",2003,21,"70-74","Male","1057","e"
"Statistik der Sterbefälle","Germany",2003,21,"70-74","Female","681","e"
"Statistik der Sterbefälle","Germany",2003,21,"75-79","Male","1112","e"
"Statistik der Sterbefälle","Germany",2003,21,"75-79","Female","1152","e"
"Statistik der Sterbefälle","Germany",2003,21,"80-84","Male","1028","e"
"Statistik der Sterbefälle","Germany",2003,21,"80-84","Female","1624","e"
"Statistik der Sterbefälle","Germany",2003,21,"85-89","Male","594","e"
"Statistik der Sterbefälle","Germany",2003,21,"85-89","Female","1447","e"
"Statistik der Sterbefälle","Germany",2003,21,"90-94","Male","418","e"
"Statistik der Sterbefälle","Germany",2003,21,"90-94","Female","1341","e"
"Statistik der Sterbefälle","Germany",2003,21,"95+","Male","103","e"
"Statistik der Sterbefälle","Germany",2003,21,"95+","Female","447","e"
"Statistik der Sterbefälle","Germany",2003,22,"0-29","Male","182","e"
"Statistik der Sterbefälle","Germany",2003,22,"0-29","Female","67","e"
"Statistik der Sterbefälle","Germany",2003,22,"30-34","Male","48","e"
"Statistik der Sterbefälle","Germany",2003,22,"30-34","Female","17","e"
"Statistik der Sterbefälle","Germany",2003,22,"35-39","Male","95","e"
"Statistik der Sterbefälle","Germany",2003,22,"35-39","Female","37","e"
"Statistik der Sterbefälle","Germany",2003,22,"40-44","Male","134","e"
"Statistik der Sterbefälle","Germany",2003,22,"40-44","Female","82","e"
"Statistik der Sterbefälle","Germany",2003,22,"45-49","Male","241","e"
"Statistik der Sterbefälle","Germany",2003,22,"45-49","Female","111","e"
"Statistik der Sterbefälle","Germany",2003,22,"50-54","Male","304","e"
"Statistik der Sterbefälle","Germany",2003,22,"50-54","Female","157","e"
"Statistik der Sterbefälle","Germany",2003,22,"55-59","Male","359","e"
"Statistik der Sterbefälle","Germany",2003,22,"55-59","Female","186","e"
"Statistik der Sterbefälle","Germany",2003,22,"60-64","Male","724","e"
"Statistik der Sterbefälle","Germany",2003,22,"60-64","Female","343","e"
"Statistik der Sterbefälle","Germany",2003,22,"65-69","Male","898","e"
"Statistik der Sterbefälle","Germany",2003,22,"65-69","Female","514","e"
"Statistik der Sterbefälle","Germany",2003,22,"70-74","Male","1107","e"
"Statistik der Sterbefälle","Germany",2003,22,"70-74","Female","736","e"
"Statistik der Sterbefälle","Germany",2003,22,"75-79","Male","1071","e"
"Statistik der Sterbefälle","Germany",2003,22,"75-79","Female","1121","e"
"Statistik der Sterbefälle","Germany",2003,22,"80-84","Male","1032","e"
"Statistik der Sterbefälle","Germany",2003,22,"80-84","Female","1667","e"
"Statistik der Sterbefälle","Germany",2003,22,"85-89","Male","636","e"
"Statistik der Sterbefälle","Germany",2003,22,"85-89","Female","1390","e"
"Statistik der Sterbefälle","Germany",2003,22,"90-94","Male","428","e"
"Statistik der Sterbefälle","Germany",2003,22,"90-94","Female","1401","e"
"Statistik der Sterbefälle","Germany",2003,22,"95+","Male","91","e"
"Statistik der Sterbefälle","Germany",2003,22,"95+","Female","497","e"
"Statistik der Sterbefälle","Germany",2003,23,"0-29","Male","173","e"
"Statistik der Sterbefälle","Germany",2003,23,"0-29","Female","67","e"
"Statistik der Sterbefälle","Germany",2003,23,"30-34","Male","71","e"
"Statistik der Sterbefälle","Germany",2003,23,"30-34","Female","10","e"
"Statistik der Sterbefälle","Germany",2003,23,"35-39","Male","99","e"
"Statistik der Sterbefälle","Germany",2003,23,"35-39","Female","53","e"
"Statistik der Sterbefälle","Germany",2003,23,"40-44","Male","166","e"
