"statistic","country","year","week","age","sex","deaths","quality"
"Statistik der Sterbefälle","Germany",2023,29,"30-34","Male","29","e"
"Statistik der Sterbefälle","Germany",2023,29,"30-34","Female","17","e"
"Statistik der Sterbefälle","Germany",2023,29,"35-39","Male","47","e"
"Statistik der Sterbefälle","Germany",2023,29,"35-39","Female","33","e"
"Statistik der Sterbefälle","Germany",2023,29,"40-44","Male","83","e"
"Statistik der Sterbefälle","Germany",2023,29,"40-44","Female","26","e"
"Statistik der Sterbefälle","Germany",2023,29,"45-49","Male","105","e"
"Statistik der Sterbefälle","Germany",2023,29,"45-49","Female","54","e"
"Statistik der Sterbefälle","Germany",2023,29,"50-54","Male","214","e"
"Statistik der Sterbefälle","Germany",2023,29,"50-54","Female","116","e"
"Statistik der Sterbefälle","Germany",2023,29,"55-59","Male","386","e"
"Statistik der Sterbefälle","Germany",2023,29,"55-59","Female","212","e"
"Statistik der Sterbefälle","Germany",2023,29,"60-64","Male","621","e"
"Statistik der Sterbefälle","Germany",2023,29,"60-64","Female","341","e"
"Statistik der Sterbefälle","Germany",2023,29,"65-69","Male","764","e"
"Statistik der Sterbefälle","Germany",2023,29,"65-69","Female","467","e"
"Statistik der Sterbefälle","Germany",2023,29,"70-74","Male","957","e"
"Statistik der Sterbefälle","Germany",2023,29,"70-74","Female","642","e"
"Statistik der Sterbefälle","Germany",2023,29,"75-79","Male","1040","e"
"Statistik der Sterbefälle","Germany",2023,29,"75-79","Female","813","e"
"Statistik der Sterbefälle","Germany",2023,29,"80-84","Male","1563","e"
"Statistik der Sterbefälle","Germany",2023,29,"80-84","Female","1477","e"
"Statistik der Sterbefälle","Germany",2023,29,"85-89","Male","1488","e"
"Statistik der Sterbefälle","Germany",2023,29,"85-89","Female","1949","e"
"Statistik der Sterbefälle","Germany",2023,29,"90-94","Male","756","e"
"Statistik der Sterbefälle","Germany",2023,29,"90-94","Female","1424","e"
"Statistik der Sterbefälle","Germany",2023,29,"95+","Male","219","e"
"Statistik der Sterbefälle","Germany",2023,29,"95+","Female","816","e"
"Statistik der Sterbefälle","Germany",2023,30,"0-29","Male","70","e"
"Statistik der Sterbefälle","Germany",2023,30,"0-29","Female","49","e"
"Statistik der Sterbefälle","Germany",2023,30,"30-34","Male","25","e"
"Statistik der Sterbefälle","Germany",2023,30,"30-34","Female","16","e"
"Statistik der Sterbefälle","Germany",2023,30,"35-39","Male","48","e"
"Statistik der Sterbefälle","Germany",2023,30,"35-39","Female","33","e"
"Statistik der Sterbefälle","Germany",2023,30,"40-44","Male","73","e"
"Statistik der Sterbefälle","Germany",2023,30,"40-44","Female","32","e"
"Statistik der Sterbefälle","Germany",2023,30,"45-49","Male","91","e"
"Statistik der Sterbefälle","Germany",2023,30,"45-49","Female","56","e"
"Statistik der Sterbefälle","Germany",2023,30,"50-54","Male","182","e"
"Statistik der Sterbefälle","Germany",2023,30,"50-54","Female","116","e"
"Statistik der Sterbefälle","Germany",2023,30,"55-59","Male","373","e"
"Statistik der Sterbefälle","Germany",2023,30,"55-59","Female","205","e"
"Statistik der Sterbefälle","Germany",2023,30,"60-64","Male","626","e"
"Statistik der Sterbefälle","Germany",2023,30,"60-64","Female","357","e"
"Statistik der Sterbefälle","Germany",2023,30,"65-69","Male","788","e"
"Statistik der Sterbefälle","Germany",2023,30,"65-69","Female","479","e"
"Statistik der Sterbefälle","Germany",2023,30,"70-74","Male","907","e"
"Statistik der Sterbefälle","Germany",2023,30,"70-74","Female","626","e"
"Statistik der Sterbefälle","Germany",2023,30,"75-79","Male","1005","e"
"Statistik der Sterbefälle","Germany",2023,30,"75-79","Female","782","e"
"Statistik der Sterbefälle","Germany",2023,30,"80-84","Male","1700","e"
"Statistik der Sterbefälle","Germany",2023,30,"80-84","Female","1597","e"
"Statistik der Sterbefälle","Germany",2023,30,"85-89","Male","1546","e"
"Statistik der Sterbefälle","Germany",2023,30,"85-89","Female","2008","e"
"Statistik der Sterbefälle","Germany",2023,30,"90-94","Male","766","e"
"Statistik der Sterbefälle","Germany",2023,30,"90-94","Female","1429","e"
"Statistik der Sterbefälle","Germany",2023,30,"95+","Male","234","e"
"Statistik der Sterbefälle","Germany",2023,30,"95+","Female","757","e"
"Statistik der Sterbefälle","Germany",2023,31,"0-29","Male","77","e"
"Statistik der Sterbefälle","Germany",2023,31,"0-29","Female","50","e"
"Statistik der Sterbefälle","Germany",2023,31,"30-34","Male","25","e"
"Statistik der Sterbefälle","Germany",2023,31,"30-34","Female","15","e"
"Statistik der Sterbefälle","Germany",2023,31,"35-39","Male","55","e"
"Statistik der Sterbefälle","Germany",2023,31,"35-39","Female","28","e"
"Statistik der Sterbefälle","Germany",2023,31,"40-44","Male","73","e"
"Statistik der Sterbefälle","Germany",2023,31,"40-44","Female","41","e"
"Statistik der Sterbefälle","Germany",2023,31,"45-49","Male","116","e"
"Statistik der Sterbefälle","Germany",2023,31,"45-49","Female","54","e"
"Statistik der Sterbefälle","Germany",2023,31,"50-54","Male","186","e"
"Statistik der Sterbefälle","Germany",2023,31,"50-54","Female","109","e"
"Statistik der Sterbefälle","Germany",2023,31,"55-59","Male","386","e"
"Statistik der Sterbefälle","Germany",2023,31,"55-59","Female","219","e"
"Statistik der Sterbefälle","Germany",2023,31,"60-64","Male","604","e"
"Statistik der Sterbefälle","Germany",2023,31,"60-64","Female","324","e"
"Statistik der Sterbefälle","Germany",2023,31,"65-69","Male","769","e"
"Statistik der Sterbefälle","Germany",2023,31,"65-69","Female","451","e"
"Statistik der Sterbefälle","Germany",2023,31,"70-74","Male","986","e"
"Statistik der Sterbefälle","Germany",2023,31,"70-74","Female","672","e"
"Statistik der Sterbefälle","Germany",2023,31,"75-79","Male","985","e"
"Statistik der Sterbefälle","Germany",2023,31,"75-79","Female","780","e"
"Statistik der Sterbefälle","Germany",2023,31,"80-84","Male","1666","e"
"Statistik der Sterbefälle","Germany",2023,31,"80-84","Female","1539","e"
"Statistik der Sterbefälle","Germany",2023,31,"85-89","Male","1475","e"
"Statistik der Sterbefälle","Germany",2023,31,"85-89","Female","2000","e"
"Statistik der Sterbefälle","Germany",2023,31,"90-94","Male","730","e"
"Statistik der Sterbefälle","Germany",2023,31,"90-94","Female","1486","e"
"Statistik der Sterbefälle","Germany",2023,31,"95+","Male","228","e"
"Statistik der Sterbefälle","Germany",2023,31,"95+","Female","756","e"
"Statistik der Sterbefälle","Germany",2023,32,"0-29","Male","82","e"
"Statistik der Sterbefälle","Germany",2023,32,"0-29","Female","43","e"
"Statistik der Sterbefälle","Germany",2023,32,"30-34","Male","31","e"
"Statistik der Sterbefälle","Germany",2023,32,"30-34","Female","14","e"
"Statistik der Sterbefälle","Germany",2023,32,"35-39","Male","56","e"
"Statistik der Sterbefälle","Germany",2023,32,"35-39","Female","23","e"
"Statistik der Sterbefälle","Germany",2023,32,"40-44","Male","64","e"
"Statistik der Sterbefälle","Germany",2023,32,"40-44","Female","46","e"
"Statistik der Sterbefälle","Germany",2023,32,"45-49","Male","98","e"
"Statistik der Sterbefälle","Germany",2023,32,"45-49","Female","50","e"
"Statistik der Sterbefälle","Germany",2023,32,"50-54","Male","207","e"
"Statistik der Sterbefälle","Germany",2023,32,"50-54","Female","115","e"
"Statistik der Sterbefälle","Germany",2023,32,"55-59","Male","402","e"
"Statistik der Sterbefälle","Germany",2023,32,"55-59","Female","224","e"
"Statistik der Sterbefälle","Germany",2023,32,"60-64","Male","612","e"
"Statistik der Sterbefälle","Germany",2023,32,"60-64","Female","338","e"
"Statistik der Sterbefälle","Germany",2023,32,"65-69","Male","799","e"
"Statistik der Sterbefälle","Germany",2023,32,"65-69","Female","492","e"
"Statistik der Sterbefälle","Germany",2023,32,"70-74","Male","1008","e"
"Statistik der Sterbefälle","Germany",2023,32,"70-74","Female","696","e"
"Statistik der Sterbefälle","Germany",2023,32,"75-79","Male","1029","e"
"Statistik der Sterbefälle","Germany",2023,32,"75-79","Female","842","e"
"Statistik der Sterbefälle","Germany",2023,32,"80-84","Male","1660","e"
"Statistik der Sterbefälle","Germany",2023,32,"80-84","Female","1605","e"
"Statistik der Sterbefälle","Germany",2023,32,"85-89","Male","1688","e"
"Statistik der Sterbefälle","Germany",2023,32,"85-89","Female","1993","e"
"Statistik der Sterbefälle","Germany",2023,32,"90-94","Male","779","e"
"Statistik der Sterbefälle","Germany",2023,32,"90-94","Female","1477","e"
"Statistik der Sterbefälle","Germany",2023,32,"95+","Male","247","e"
"Statistik der Sterbefälle","Germany",2023,32,"95+","Female","759","e"
"Statistik der Sterbefälle","Germany",2023,33,"0-29","Male","86","e"
"Statistik der Sterbefälle","Germany",2023,33,"0-29","Female","46","e"
"Statistik der Sterbefälle","Germany",2023,33,"30-34","Male","31","e"
"Statistik der Sterbefälle","Germany",2023,33,"30-34","Female","12","e"
"Statistik der Sterbefälle","Germany",2023,33,"35-39","Male","47","e"
"Statistik der Sterbefälle","Germany",2023,33,"35-39","Female","31","e"
"Statistik der Sterbefälle","Germany",2023,33,"40-44","Male","92","e"
"Statistik der Sterbefälle","Germany",2023,33,"40-44","Female","37","e"
"Statistik der Sterbefälle","Germany",2023,33,"45-49","Male","113","e"
"Statistik der Sterbefälle","Germany",2023,33,"45-49","Female","67","e"
"Statistik der Sterbefälle","Germany",2023,33,"50-54","Male","210","e"
"Statistik der Sterbefälle","Germany",2023,33,"50-54","Female","118","e"
"Statistik der Sterbefälle","Germany",2023,33,"55-59","Male","425","e"
"Statistik der Sterbefälle","Germany",2023,33,"55-59","Female","210","e"
"Statistik der Sterbefälle","Germany",2023,33,"60-64","Male","601","e"
"Statistik der Sterbefälle","Germany",2023,33,"60-64","Female","375","e"
"Statistik der Sterbefälle","Germany",2023,33,"65-69","Male","798","e"
"Statistik der Sterbefälle","Germany",2023,33,"65-69","Female","535","e"
"Statistik der Sterbefälle","Germany",2023,33,"70-74","Male","1046","e"
"Statistik der Sterbefälle","Germany",2023,33,"70-74","Female","706","e"
"Statistik der Sterbefälle","Germany",2023,33,"75-79","Male","1123","e"
"Statistik der Sterbefälle","Germany",2023,33,"75-79","Female","862","e"
"Statistik der Sterbefälle","Germany",2023,33,"80-84","Male","1754","e"
"Statistik der Sterbefälle","Germany",2023,33,"80-84","Female","1673","e"
"Statistik der Sterbefälle","Germany",2023,33,"85-89","Male","1684","e"
"Statistik der Sterbefälle","Germany",2023,33,"85-89","Female","2198","e"
"Statistik der Sterbefälle","Germany",2023,33,"90-94","Male","882","e"
"Statistik der Sterbefälle","Germany",2023,33,"90-94","Female","1623","e"
"Statistik der Sterbefälle","Germany",2023,33,"95+","Male","265","e"
"Statistik der Sterbefälle","Germany",2023,33,"95+","Female","848","e"
"Statistik der Sterbefälle","Germany",2023,34,"0-29","Male","103","e"
"Statistik der Sterbefälle","Germany",2023,34,"0-29","Female","41","e"
"Statistik der Sterbefälle","Germany",2023,34,"30-34","Male","26","e"
"Statistik der Sterbefälle","Germany",2023,34,"30-34","Female","20","e"
"Statistik der Sterbefälle","Germany",2023,34,"35-39","Male","55","e"
"Statistik der Sterbefälle","Germany",2023,34,"35-39","Female","30","e"
"Statistik der Sterbefälle","Germany",2023,34,"40-44","Male","81","e"
"Statistik der Sterbefälle","Germany",2023,34,"40-44","Female","41","e"
"Statistik der Sterbefälle","Germany",2023,34,"45-49","Male","101","e"
"Statistik der Sterbefälle","Germany",2023,34,"45-49","Female","54","e"
"Statistik der Sterbefälle","Germany",2023,34,"50-54","Male","201","e"
"Statistik der Sterbefälle","Germany",2023,34,"50-54","Female","120","e"
"Statistik der Sterbefälle","Germany",2023,34,"55-59","Male","415","e"
"Statistik der Sterbefälle","Germany",2023,34,"55-59","Female","192","e"
"Statistik der Sterbefälle","Germany",2023,34,"60-64","Male","646","e"
"Statistik der Sterbefälle","Germany",2023,34,"60-64","Female","392","e"
"Statistik der Sterbefälle","Germany",2023,34,"65-69","Male","823","e"
"Statistik der Sterbefälle","Germany",2023,34,"65-69","Female","513","e"
"Statistik der Sterbefälle","Germany",2023,34,"70-74","Male","1026","e"
"Statistik der Sterbefälle","Germany",2023,34,"70-74","Female","651","e"
"Statistik der Sterbefälle","Germany",2023,34,"75-79","Male","1092","e"
"Statistik der Sterbefälle","Germany",2023,34,"75-79","Female","856","e"
"Statistik der Sterbefälle","Germany",2023,34,"80-84","Male","1744","e"
"Statistik der Sterbefälle","Germany",2023,34,"80-84","Female","1677","e"
"Statistik der Sterbefälle","Germany",2023,34,"85-89","Male","1635","e"
"Statistik der Sterbefälle","Germany",2023,34,"85-89","Female","2158","e"
"Statistik der Sterbefälle","Germany",2023,34,"90-94","Male","861","e"
"Statistik der Sterbefälle","Germany",2023,34,"90-94","Female","1511","e"
"Statistik der Sterbefälle","Germany",2023,34,"95+","Male","250","e"
"Statistik der Sterbefälle","Germany",2023,34,"95+","Female","844","e"
"Statistik der Sterbefälle","Germany",2023,35,"0-29","Male","87","e"
"Statistik der Sterbefälle","Germany",2023,35,"0-29","Female","50","e"
"Statistik der Sterbefälle","Germany",2023,35,"30-34","Male","25","e"
"Statistik der Sterbefälle","Germany",2023,35,"30-34","Female","20","e"
"Statistik der Sterbefälle","Germany",2023,35,"35-39","Male","56","e"
"Statistik der Sterbefälle","Germany",2023,35,"35-39","Female","36","e"
"Statistik der Sterbefälle","Germany",2023,35,"40-44","Male","80","e"
"Statistik der Sterbefälle","Germany",2023,35,"40-44","Female","35","e"
"Statistik der Sterbefälle","Germany",2023,35,"45-49","Male","111","e"
"Statistik der Sterbefälle","Germany",2023,35,"45-49","Female","41","e"
"Statistik der Sterbefälle","Germany",2023,35,"50-54","Male","199","e"
"Statistik der Sterbefälle","Germany",2023,35,"50-54","Female","99","e"
"Statistik der Sterbefälle","Germany",2023,35,"55-59","Male","375","e"
"Statistik der Sterbefälle","Germany",2023,35,"55-59","Female","226","e"
"Statistik der Sterbefälle","Germany",2023,35,"60-64","Male","593","e"
"Statistik der Sterbefälle","Germany",2023,35,"60-64","Female","358","e"
"Statistik der Sterbefälle","Germany",2023,35,"65-69","Male","798","e"
"Statistik der Sterbefälle","Germany",2023,35,"65-69","Female","436","e"
"Statistik der Sterbefälle","Germany",2023,35,"70-74","Male","990","e"
"Statistik der Sterbefälle","Germany",2023,35,"70-74","Female","612","e"
"Statistik der Sterbefälle","Germany",2023,35,"75-79","Male","988","e"
"Statistik der Sterbefälle","Germany",2023,35,"75-79","Female","816","e"
"Statistik der Sterbefälle","Germany",2023,35,"80-84","Male","1594","e"
"Statistik der Sterbefälle","Germany",2023,35,"80-84","Female","1513","e"
"Statistik der Sterbefälle","Germany",2023,35,"85-89","Male","1565","e"
"Statistik der Sterbefälle","Germany",2023,35,"85-89","Female","1882","e"
"Statistik der Sterbefälle","Germany",2023,35,"90-94","Male","749","e"
"Statistik der Sterbefälle","Germany",2023,35,"90-94","Female","1411","e"
"Statistik der Sterbefälle","Germany",2023,35,"95+","Male","254","e"
"Statistik der Sterbefälle","Germany",2023,35,"95+","Female","773","e"
"Statistik der Sterbefälle","Germany",2023,36,"0-29","Male","105","e"
"Statistik der Sterbefälle","Germany",2023,36,"0-29","Female","46","e"
"Statistik der Sterbefälle","Germany",2023,36,"30-34","Male","40","e"
"Statistik der Sterbefälle","Germany",2023,36,"30-34","Female","17","e"
"Statistik der Sterbefälle","Germany",2023,36,"35-39","Male","64","e"
"Statistik der Sterbefälle","Germany",2023,36,"35-39","Female","30","e"
"Statistik der Sterbefälle","Germany",2023,36,"40-44","Male","65","e"
"Statistik der Sterbefälle","Germany",2023,36,"40-44","Female","42","e"
"Statistik der Sterbefälle","Germany",2023,36,"45-49","Male","105","e"
"Statistik der Sterbefälle","Germany",2023,36,"45-49","Female","57","e"
"Statistik der Sterbefälle","Germany",2023,36,"50-54","Male","227","e"
"Statistik der Sterbefälle","Germany",2023,36,"50-54","Female","110","e"
"Statistik der Sterbefälle","Germany",2023,36,"55-59","Male","419","e"
"Statistik der Sterbefälle","Germany",2023,36,"55-59","Female","216","e"
"Statistik der Sterbefälle","Germany",2023,36,"60-64","Male","680","e"
"Statistik der Sterbefälle","Germany",2023,36,"60-64","Female","357","e"
"Statistik der Sterbefälle","Germany",2023,36,"65-69","Male","848","e"
"Statistik der Sterbefälle","Germany",2023,36,"65-69","Female","478","e"
"Statistik der Sterbefälle","Germany",2023,36,"70-74","Male","1064","e"
"Statistik der Sterbefälle","Germany",2023,36,"70-74","Female","668","e"
"Statistik der Sterbefälle","Germany",2023,36,"75-79","Male","1103","e"
"Statistik der Sterbefälle","Germany",2023,36,"75-79","Female","752","e"
"Statistik der Sterbefälle","Germany",2023,36,"80-84","Male","1652","e"
"Statistik der Sterbefälle","Germany",2023,36,"80-84","Female","1634","e"
"Statistik der Sterbefälle","Germany",2023,36,"85-89","Male","1645","e"
"Statistik der Sterbefälle","Germany",2023,36,"85-89","Female","2131","e"
"Statistik der Sterbefälle","Germany",2023,36,"90-94","Male","873","e"
"Statistik der Sterbefälle","Germany",2023,36,"90-94","Female","1609","e"
"Statistik der Sterbefälle","Germany",2023,36,"95+","Male","268","e"
"Statistik der Sterbefälle","Germany",2023,36,"95+","Female","846","e"
"Statistik der Sterbefälle","Germany",2023,37,"0-29","Male","90","e"
"Statistik der Sterbefälle","Germany",2023,37,"0-29","Female","55","e"
"Statistik der Sterbefälle","Germany",2023,37,"30-34","Male","33","e"
"Statistik der Sterbefälle","Germany",2023,37,"30-34","Female","18","e"
"Statistik der Sterbefälle","Germany",2023,37,"35-39","Male","55","e"
"Statistik der Sterbefälle","Germany",2023,37,"35-39","Female","31","e"
"Statistik der Sterbefälle","Germany",2023,37,"40-44","Male","74","e"
"Statistik der Sterbefälle","Germany",2023,37,"40-44","Female","31","e"
"Statistik der Sterbefälle","Germany",2023,37,"45-49","Male","110","e"
"Statistik der Sterbefälle","Germany",2023,37,"45-49","Female","52","e"
"Statistik der Sterbefälle","Germany",2023,37,"50-54","Male","208","e"
"Statistik der Sterbefälle","Germany",2023,37,"50-54","Female","121","e"
"Statistik der Sterbefälle","Germany",2023,37,"55-59","Male","438","e"
"Statistik der Sterbefälle","Germany",2023,37,"55-59","Female","236","e"
"Statistik der Sterbefälle","Germany",2023,37,"60-64","Male","643","e"
"Statistik der Sterbefälle","Germany",2023,37,"60-64","Female","367","e"
"Statistik der Sterbefälle","Germany",2023,37,"65-69","Male","810","e"
"Statistik der Sterbefälle","Germany",2023,37,"65-69","Female","530","e"
"Statistik der Sterbefälle","Germany",2023,37,"70-74","Male","968","e"
"Statistik der Sterbefälle","Germany",2023,37,"70-74","Female","655","e"
"Statistik der Sterbefälle","Germany",2023,37,"75-79","Male","1049","e"
"Statistik der Sterbefälle","Germany",2023,37,"75-79","Female","833","e"
"Statistik der Sterbefälle","Germany",2023,37,"80-84","Male","1658","e"
"Statistik der Sterbefälle","Germany",2023,37,"80-84","Female","1685","e"
"Statistik der Sterbefälle","Germany",2023,37,"85-89","Male","1573","e"
"Statistik der Sterbefälle","Germany",2023,37,"85-89","Female","2060","e"
"Statistik der Sterbefälle","Germany",2023,37,"90-94","Male","833","e"
"Statistik der Sterbefälle","Germany",2023,37,"90-94","Female","1615","e"
"Statistik der Sterbefälle","Germany",2023,37,"95+","Male","252","e"
"Statistik der Sterbefälle","Germany",2023,37,"95+","Female","845","e"
"Statistik der Sterbefälle","Germany",2023,38,"0-29","Male","86","e"
"Statistik der Sterbefälle","Germany",2023,38,"0-29","Female","47","e"
"Statistik der Sterbefälle","Germany",2023,38,"30-34","Male","27","e"
"Statistik der Sterbefälle","Germany",2023,38,"30-34","Female","26","e"
"Statistik der Sterbefälle","Germany",2023,38,"35-39","Male","47","e"
"Statistik der Sterbefälle","Germany",2023,38,"35-39","Female","26","e"
"Statistik der Sterbefälle","Germany",2023,38,"40-44","Male","69","e"
"Statistik der Sterbefälle","Germany",2023,38,"40-44","Female","44","e"
"Statistik der Sterbefälle","Germany",2023,38,"45-49","Male","100","e"
"Statistik der Sterbefälle","Germany",2023,38,"45-49","Female","73","e"
"Statistik der Sterbefälle","Germany",2023,38,"50-54","Male","203","e"
"Statistik der Sterbefälle","Germany",2023,38,"50-54","Female","95","e"
"Statistik der Sterbefälle","Germany",2023,38,"55-59","Male","388","e"
"Statistik der Sterbefälle","Germany",2023,38,"55-59","Female","224","e"
"Statistik der Sterbefälle","Germany",2023,38,"60-64","Male","654","e"
"Statistik der Sterbefälle","Germany",2023,38,"60-64","Female","335","e"
"Statistik der Sterbefälle","Germany",2023,38,"65-69","Male","808","e"
"Statistik der Sterbefälle","Germany",2023,38,"65-69","Female","480","e"
"Statistik der Sterbefälle","Germany",2023,38,"70-74","Male","920","e"
"Statistik der Sterbefälle","Germany",2023,38,"70-74","Female","645","e"
"Statistik der Sterbefälle","Germany",2023,38,"75-79","Male","970","e"
"Statistik der Sterbefälle","Germany",2023,38,"75-79","Female","819","e"
"Statistik der Sterbefälle","Germany",2023,38,"80-84","Male","1691","e"
"Statistik der Sterbefälle","Germany",2023,38,"80-84","Female","1663","e"
"Statistik der Sterbefälle","Germany",2023,38,"85-89","Male","1631","e"
"Statistik der Sterbefälle","Germany",2023,38,"85-89","Female","2023","e"
"Statistik der Sterbefälle","Germany",2023,38,"90-94","Male","810","e"
"Statistik der Sterbefälle","Germany",2023,38,"90-94","Female","1502","e"
"Statistik der Sterbefälle","Germany",2023,38,"95+","Male","219","e"
"Statistik der Sterbefälle","Germany",2023,38,"95+","Female","767","e"
"Statistik der Sterbefälle","Germany",2023,39,"0-29","Male","82","e"
"Statistik der Sterbefälle","Germany",2023,39,"0-29","Female","47","e"
"Statistik der Sterbefälle","Germany",2023,39,"30-34","Male","38","e"
"Statistik der Sterbefälle","Germany",2023,39,"30-34","Female","15","e"
"Statistik der Sterbefälle","Germany",2023,39,"35-39","Male","54","e"
"Statistik der Sterbefälle","Germany",2023,39,"35-39","Female","25","e"
"Statistik der Sterbefälle","Germany",2023,39,"40-44","Male","61","e"
"Statistik der Sterbefälle","Germany",2023,39,"40-44","Female","50","e"
"Statistik der Sterbefälle","Germany",2023,39,"45-49","Male","107","e"
"Statistik der Sterbefälle","Germany",2023,39,"45-49","Female","68","e"
"Statistik der Sterbefälle","Germany",2023,39,"50-54","Male","193","e"
"Statistik der Sterbefälle","Germany",2023,39,"50-54","Female","103","e"
"Statistik der Sterbefälle","Germany",2023,39,"55-59","Male","390","e"
"Statistik der Sterbefälle","Germany",2023,39,"55-59","Female","224","e"
"Statistik der Sterbefälle","Germany",2023,39,"60-64","Male","661","e"
"Statistik der Sterbefälle","Germany",2023,39,"60-64","Female","335","e"
"Statistik der Sterbefälle","Germany",2023,39,"65-69","Male","770","e"
"Statistik der Sterbefälle","Germany",2023,39,"65-69","Female","449","e"
"Statistik der Sterbefälle","Germany",2023,39,"70-74","Male","1039","e"
"Statistik der Sterbefälle","Germany",2023,39,"70-74","Female","621","e"
"Statistik der Sterbefälle","Germany",2023,39,"75-79","Male","1021","e"
"Statistik der Sterbefälle","Germany",2023,39,"75-79","Female","871","e"
"Statistik der Sterbefälle","Germany",2023,39,"80-84","Male","1666","e"
"Statistik der Sterbefälle","Germany",2023,39,"80-84","Female","1652","e"
"Statistik der Sterbefälle","Germany",2023,39,"85-89","Male","1663","e"
"Statistik der Sterbefälle","Germany",2023,39,"85-89","Female","2088","e"
"Statistik der Sterbefälle","Germany",2023,39,"90-94","Male","823","e"
"Statistik der Sterbefälle","Germany",2023,39,"90-94","Female","1489","e"
"Statistik der Sterbefälle","Germany",2023,39,"95+","Male","251","e"
"Statistik der Sterbefälle","Germany",2023,39,"95+","Female","814","e"
"Statistik der Sterbefälle","Germany",2023,40,"0-29","Male","98","e"
"Statistik der Sterbefälle","Germany",2023,40,"0-29","Female","47","e"
"Statistik der Sterbefälle","Germany",2023,40,"30-34","Male","33","e"
"Statistik der Sterbefälle","Germany",2023,40,"30-34","Female","18","e"
"Statistik der Sterbefälle","Germany",2023,40,"35-39","Male","57","e"
"Statistik der Sterbefälle","Germany",2023,40,"35-39","Female","32","e"
"Statistik der Sterbefälle","Germany",2023,40,"40-44","Male","77","e"
"Statistik der Sterbefälle","Germany",2023,40,"40-44","Female","44","e"
"Statistik der Sterbefälle","Germany",2023,40,"45-49","Male","103","e"
"Statistik der Sterbefälle","Germany",2023,40,"45-49","Female","66","e"
"Statistik der Sterbefälle","Germany",2023,40,"50-54","Male","206","e"
"Statistik der Sterbefälle","Germany",2023,40,"50-54","Female","128","e"
"Statistik der Sterbefälle","Germany",2023,40,"55-59","Male","395","e"
"Statistik der Sterbefälle","Germany",2023,40,"55-59","Female","239","e"
"Statistik der Sterbefälle","Germany",2023,40,"60-64","Male","616","e"
"Statistik der Sterbefälle","Germany",2023,40,"60-64","Female","357","e"
"Statistik der Sterbefälle","Germany",2023,40,"65-69","Male","857","e"
"Statistik der Sterbefälle","Germany",2023,40,"65-69","Female","470","e"
"Statistik der Sterbefälle","Germany",2023,40,"70-74","Male","994","e"
"Statistik der Sterbefälle","Germany",2023,40,"70-74","Female","660","e"
"Statistik der Sterbefälle","Germany",2023,40,"75-79","Male","1011","e"
"Statistik der Sterbefälle","Germany",2023,40,"75-79","Female","846","e"
"Statistik der Sterbefälle","Germany",2023,40,"80-84","Male","1694","e"
"Statistik der Sterbefälle","Germany",2023,40,"80-84","Female","1701","e"
"Statistik der Sterbefälle","Germany",2023,40,"85-89","Male","1732","e"
"Statistik der Sterbefälle","Germany",2023,40,"85-89","Female","2166","e"
"Statistik der Sterbefälle","Germany",2023,40,"90-94","Male","844","e"
"Statistik der Sterbefälle","Germany",2023,40,"90-94","Female","1610","e"
"Statistik der Sterbefälle","Germany",2023,40,"95+","Male","272","e"
"Statistik der Sterbefälle","Germany",2023,40,"95+","Female","843","e"
"Statistik der Sterbefälle","Germany",2023,41,"0-29","Male","81","e"
"Statistik der Sterbefälle","Germany",2023,41,"0-29","Female","53","e"
"Statistik der Sterbefälle","Germany",2023,41,"30-34","Male","32","e"
"Statistik der Sterbefälle","Germany",2023,41,"30-34","Female","16","e"
"Statistik der Sterbefälle","Germany",2023,41,"35-39","Male","56","e"
"Statistik der Sterbefälle","Germany",2023,41,"35-39","Female","25","e"
"Statistik der Sterbefälle","Germany",2023,41,"40-44","Male","67","e"
"Statistik der Sterbefälle","Germany",2023,41,"40-44","Female","54","e"
"Statistik der Sterbefälle","Germany",2023,41,"45-49","Male","106","e"
"Statistik der Sterbefälle","Germany",2023,41,"45-49","Female","63","e"
"Statistik der Sterbefälle","Germany",2023,41,"50-54","Male","210","e"
"Statistik der Sterbefälle","Germany",2023,41,"50-54","Female","109","e"
"Statistik der Sterbefälle","Germany",2023,41,"55-59","Male","423","e"
"Statistik der Sterbefälle","Germany",2023,41,"55-59","Female","258","e"
"Statistik der Sterbefälle","Germany",2023,41,"60-64","Male","682","e"
"Statistik der Sterbefälle","Germany",2023,41,"60-64","Female","383","e"
"Statistik der Sterbefälle","Germany",2023,41,"65-69","Male","795","e"
"Statistik der Sterbefälle","Germany",2023,41,"65-69","Female","481","e"
"Statistik der Sterbefälle","Germany",2023,41,"70-74","Male","1022","e"
"Statistik der Sterbefälle","Germany",2023,41,"70-74","Female","665","e"
"Statistik der Sterbefälle","Germany",2023,41,"75-79","Male","1127","e"
"Statistik der Sterbefälle","Germany",2023,41,"75-79","Female","849","e"
"Statistik der Sterbefälle","Germany",2023,41,"80-84","Male","1848","e"
"Statistik der Sterbefälle","Germany",2023,41,"80-84","Female","1722","e"
"Statistik der Sterbefälle","Germany",2023,41,"85-89","Male","1823","e"
"Statistik der Sterbefälle","Germany",2023,41,"85-89","Female","2133","e"
"Statistik der Sterbefälle","Germany",2023,41,"90-94","Male","890","e"
"Statistik der Sterbefälle","Germany",2023,41,"90-94","Female","1602","e"
