"statistics","state","year","day","date","deaths","quality"
"Statistik der Sterbefälle","Hessen",2019,"20.03.",2019-03-20,185,"e"
"Statistik der Sterbefälle","Hessen",2019,"21.03.",2019-03-21,192,"e"
"Statistik der Sterbefälle","Hessen",2019,"22.03.",2019-03-22,187,"e"
"Statistik der Sterbefälle","Hessen",2019,"23.03.",2019-03-23,197,"e"
"Statistik der Sterbefälle","Hessen",2019,"24.03.",2019-03-24,172,"e"
"Statistik der Sterbefälle","Hessen",2019,"25.03.",2019-03-25,210,"e"
"Statistik der Sterbefälle","Hessen",2019,"26.03.",2019-03-26,194,"e"
"Statistik der Sterbefälle","Hessen",2019,"27.03.",2019-03-27,189,"e"
"Statistik der Sterbefälle","Hessen",2019,"28.03.",2019-03-28,200,"e"
"Statistik der Sterbefälle","Hessen",2019,"29.03.",2019-03-29,184,"e"
"Statistik der Sterbefälle","Hessen",2019,"30.03.",2019-03-30,183,"e"
"Statistik der Sterbefälle","Hessen",2019,"31.03.",2019-03-31,161,"e"
"Statistik der Sterbefälle","Hessen",2019,"01.04.",2019-04-01,188,"e"
"Statistik der Sterbefälle","Hessen",2019,"02.04.",2019-04-02,164,"e"
"Statistik der Sterbefälle","Hessen",2019,"03.04.",2019-04-03,225,"e"
"Statistik der Sterbefälle","Hessen",2019,"04.04.",2019-04-04,170,"e"
"Statistik der Sterbefälle","Hessen",2019,"05.04.",2019-04-05,206,"e"
"Statistik der Sterbefälle","Hessen",2019,"06.04.",2019-04-06,181,"e"
"Statistik der Sterbefälle","Hessen",2019,"07.04.",2019-04-07,162,"e"
"Statistik der Sterbefälle","Hessen",2019,"08.04.",2019-04-08,176,"e"
"Statistik der Sterbefälle","Hessen",2019,"09.04.",2019-04-09,201,"e"
"Statistik der Sterbefälle","Hessen",2019,"10.04.",2019-04-10,212,"e"
"Statistik der Sterbefälle","Hessen",2019,"11.04.",2019-04-11,191,"e"
"Statistik der Sterbefälle","Hessen",2019,"12.04.",2019-04-12,170,"e"
"Statistik der Sterbefälle","Hessen",2019,"13.04.",2019-04-13,169,"e"
"Statistik der Sterbefälle","Hessen",2019,"14.04.",2019-04-14,188,"e"
"Statistik der Sterbefälle","Hessen",2019,"15.04.",2019-04-15,194,"e"
"Statistik der Sterbefälle","Hessen",2019,"16.04.",2019-04-16,201,"e"
"Statistik der Sterbefälle","Hessen",2019,"17.04.",2019-04-17,199,"e"
"Statistik der Sterbefälle","Hessen",2019,"18.04.",2019-04-18,200,"e"
"Statistik der Sterbefälle","Hessen",2019,"19.04.",2019-04-19,161,"e"
"Statistik der Sterbefälle","Hessen",2019,"20.04.",2019-04-20,166,"e"
"Statistik der Sterbefälle","Hessen",2019,"21.04.",2019-04-21,177,"e"
"Statistik der Sterbefälle","Hessen",2019,"22.04.",2019-04-22,189,"e"
"Statistik der Sterbefälle","Hessen",2019,"23.04.",2019-04-23,163,"e"
"Statistik der Sterbefälle","Hessen",2019,"24.04.",2019-04-24,174,"e"
"Statistik der Sterbefälle","Hessen",2019,"25.04.",2019-04-25,160,"e"
"Statistik der Sterbefälle","Hessen",2019,"26.04.",2019-04-26,204,"e"
"Statistik der Sterbefälle","Hessen",2019,"27.04.",2019-04-27,182,"e"
"Statistik der Sterbefälle","Hessen",2019,"28.04.",2019-04-28,187,"e"
"Statistik der Sterbefälle","Hessen",2019,"29.04.",2019-04-29,172,"e"
"Statistik der Sterbefälle","Hessen",2019,"30.04.",2019-04-30,183,"e"
"Statistik der Sterbefälle","Hessen",2019,"01.05.",2019-05-01,170,"e"
"Statistik der Sterbefälle","Hessen",2019,"02.05.",2019-05-02,166,"e"
"Statistik der Sterbefälle","Hessen",2019,"03.05.",2019-05-03,178,"e"
"Statistik der Sterbefälle","Hessen",2019,"04.05.",2019-05-04,178,"e"
"Statistik der Sterbefälle","Hessen",2019,"05.05.",2019-05-05,173,"e"
"Statistik der Sterbefälle","Hessen",2019,"06.05.",2019-05-06,186,"e"
"Statistik der Sterbefälle","Hessen",2019,"07.05.",2019-05-07,153,"e"
"Statistik der Sterbefälle","Hessen",2019,"08.05.",2019-05-08,156,"e"
"Statistik der Sterbefälle","Hessen",2019,"09.05.",2019-05-09,187,"e"
"Statistik der Sterbefälle","Hessen",2019,"10.05.",2019-05-10,200,"e"
"Statistik der Sterbefälle","Hessen",2019,"11.05.",2019-05-11,155,"e"
"Statistik der Sterbefälle","Hessen",2019,"12.05.",2019-05-12,157,"e"
"Statistik der Sterbefälle","Hessen",2019,"13.05.",2019-05-13,157,"e"
"Statistik der Sterbefälle","Hessen",2019,"14.05.",2019-05-14,168,"e"
"Statistik der Sterbefälle","Hessen",2019,"15.05.",2019-05-15,164,"e"
"Statistik der Sterbefälle","Hessen",2019,"16.05.",2019-05-16,191,"e"
"Statistik der Sterbefälle","Hessen",2019,"17.05.",2019-05-17,179,"e"
"Statistik der Sterbefälle","Hessen",2019,"18.05.",2019-05-18,166,"e"
"Statistik der Sterbefälle","Hessen",2019,"19.05.",2019-05-19,177,"e"
"Statistik der Sterbefälle","Hessen",2019,"20.05.",2019-05-20,173,"e"
"Statistik der Sterbefälle","Hessen",2019,"21.05.",2019-05-21,182,"e"
"Statistik der Sterbefälle","Hessen",2019,"22.05.",2019-05-22,153,"e"
"Statistik der Sterbefälle","Hessen",2019,"23.05.",2019-05-23,197,"e"
"Statistik der Sterbefälle","Hessen",2019,"24.05.",2019-05-24,165,"e"
"Statistik der Sterbefälle","Hessen",2019,"25.05.",2019-05-25,181,"e"
"Statistik der Sterbefälle","Hessen",2019,"26.05.",2019-05-26,157,"e"
"Statistik der Sterbefälle","Hessen",2019,"27.05.",2019-05-27,170,"e"
"Statistik der Sterbefälle","Hessen",2019,"28.05.",2019-05-28,196,"e"
"Statistik der Sterbefälle","Hessen",2019,"29.05.",2019-05-29,157,"e"
"Statistik der Sterbefälle","Hessen",2019,"30.05.",2019-05-30,163,"e"
"Statistik der Sterbefälle","Hessen",2019,"31.05.",2019-05-31,170,"e"
"Statistik der Sterbefälle","Hessen",2019,"01.06.",2019-06-01,171,"e"
"Statistik der Sterbefälle","Hessen",2019,"02.06.",2019-06-02,195,"e"
"Statistik der Sterbefälle","Hessen",2019,"03.06.",2019-06-03,168,"e"
"Statistik der Sterbefälle","Hessen",2019,"04.06.",2019-06-04,205,"e"
"Statistik der Sterbefälle","Hessen",2019,"05.06.",2019-06-05,196,"e"
"Statistik der Sterbefälle","Hessen",2019,"06.06.",2019-06-06,177,"e"
"Statistik der Sterbefälle","Hessen",2019,"07.06.",2019-06-07,160,"e"
"Statistik der Sterbefälle","Hessen",2019,"08.06.",2019-06-08,154,"e"
"Statistik der Sterbefälle","Hessen",2019,"09.06.",2019-06-09,153,"e"
"Statistik der Sterbefälle","Hessen",2019,"10.06.",2019-06-10,137,"e"
"Statistik der Sterbefälle","Hessen",2019,"11.06.",2019-06-11,168,"e"
"Statistik der Sterbefälle","Hessen",2019,"12.06.",2019-06-12,162,"e"
"Statistik der Sterbefälle","Hessen",2019,"13.06.",2019-06-13,190,"e"
"Statistik der Sterbefälle","Hessen",2019,"14.06.",2019-06-14,193,"e"
"Statistik der Sterbefälle","Hessen",2019,"15.06.",2019-06-15,153,"e"
"Statistik der Sterbefälle","Hessen",2019,"16.06.",2019-06-16,164,"e"
"Statistik der Sterbefälle","Hessen",2019,"17.06.",2019-06-17,163,"e"
"Statistik der Sterbefälle","Hessen",2019,"18.06.",2019-06-18,175,"e"
"Statistik der Sterbefälle","Hessen",2019,"19.06.",2019-06-19,176,"e"
"Statistik der Sterbefälle","Hessen",2019,"20.06.",2019-06-20,157,"e"
"Statistik der Sterbefälle","Hessen",2019,"21.06.",2019-06-21,182,"e"
"Statistik der Sterbefälle","Hessen",2019,"22.06.",2019-06-22,140,"e"
"Statistik der Sterbefälle","Hessen",2019,"23.06.",2019-06-23,155,"e"
"Statistik der Sterbefälle","Hessen",2019,"24.06.",2019-06-24,162,"e"
"Statistik der Sterbefälle","Hessen",2019,"25.06.",2019-06-25,205,"e"
"Statistik der Sterbefälle","Hessen",2019,"26.06.",2019-06-26,205,"e"
"Statistik der Sterbefälle","Hessen",2019,"27.06.",2019-06-27,187,"e"
"Statistik der Sterbefälle","Hessen",2019,"28.06.",2019-06-28,156,"e"
"Statistik der Sterbefälle","Hessen",2019,"29.06.",2019-06-29,171,"e"
"Statistik der Sterbefälle","Hessen",2019,"30.06.",2019-06-30,186,"e"
"Statistik der Sterbefälle","Hessen",2019,"01.07.",2019-07-01,152,"e"
"Statistik der Sterbefälle","Hessen",2019,"02.07.",2019-07-02,155,"e"
"Statistik der Sterbefälle","Hessen",2019,"03.07.",2019-07-03,158,"e"
"Statistik der Sterbefälle","Hessen",2019,"04.07.",2019-07-04,157,"e"
"Statistik der Sterbefälle","Hessen",2019,"05.07.",2019-07-05,175,"e"
"Statistik der Sterbefälle","Hessen",2019,"06.07.",2019-07-06,168,"e"
"Statistik der Sterbefälle","Hessen",2019,"07.07.",2019-07-07,144,"e"
"Statistik der Sterbefälle","Hessen",2019,"08.07.",2019-07-08,155,"e"
"Statistik der Sterbefälle","Hessen",2019,"09.07.",2019-07-09,162,"e"
"Statistik der Sterbefälle","Hessen",2019,"10.07.",2019-07-10,165,"e"
"Statistik der Sterbefälle","Hessen",2019,"11.07.",2019-07-11,171,"e"
"Statistik der Sterbefälle","Hessen",2019,"12.07.",2019-07-12,172,"e"
"Statistik der Sterbefälle","Hessen",2019,"13.07.",2019-07-13,176,"e"
"Statistik der Sterbefälle","Hessen",2019,"14.07.",2019-07-14,157,"e"
"Statistik der Sterbefälle","Hessen",2019,"15.07.",2019-07-15,157,"e"
"Statistik der Sterbefälle","Hessen",2019,"16.07.",2019-07-16,161,"e"
"Statistik der Sterbefälle","Hessen",2019,"17.07.",2019-07-17,159,"e"
"Statistik der Sterbefälle","Hessen",2019,"18.07.",2019-07-18,167,"e"
"Statistik der Sterbefälle","Hessen",2019,"19.07.",2019-07-19,187,"e"
"Statistik der Sterbefälle","Hessen",2019,"20.07.",2019-07-20,223,"e"
"Statistik der Sterbefälle","Hessen",2019,"21.07.",2019-07-21,162,"e"
"Statistik der Sterbefälle","Hessen",2019,"22.07.",2019-07-22,187,"e"
"Statistik der Sterbefälle","Hessen",2019,"23.07.",2019-07-23,165,"e"
"Statistik der Sterbefälle","Hessen",2019,"24.07.",2019-07-24,192,"e"
"Statistik der Sterbefälle","Hessen",2019,"25.07.",2019-07-25,196,"e"
"Statistik der Sterbefälle","Hessen",2019,"26.07.",2019-07-26,239,"e"
"Statistik der Sterbefälle","Hessen",2019,"27.07.",2019-07-27,227,"e"
"Statistik der Sterbefälle","Hessen",2019,"28.07.",2019-07-28,179,"e"
"Statistik der Sterbefälle","Hessen",2019,"29.07.",2019-07-29,182,"e"
"Statistik der Sterbefälle","Hessen",2019,"30.07.",2019-07-30,196,"e"
"Statistik der Sterbefälle","Hessen",2019,"31.07.",2019-07-31,175,"e"
"Statistik der Sterbefälle","Hessen",2019,"01.08.",2019-08-01,165,"e"
"Statistik der Sterbefälle","Hessen",2019,"02.08.",2019-08-02,202,"e"
"Statistik der Sterbefälle","Hessen",2019,"03.08.",2019-08-03,170,"e"
"Statistik der Sterbefälle","Hessen",2019,"04.08.",2019-08-04,151,"e"
"Statistik der Sterbefälle","Hessen",2019,"05.08.",2019-08-05,186,"e"
"Statistik der Sterbefälle","Hessen",2019,"06.08.",2019-08-06,164,"e"
"Statistik der Sterbefälle","Hessen",2019,"07.08.",2019-08-07,172,"e"
"Statistik der Sterbefälle","Hessen",2019,"08.08.",2019-08-08,178,"e"
"Statistik der Sterbefälle","Hessen",2019,"09.08.",2019-08-09,167,"e"
"Statistik der Sterbefälle","Hessen",2019,"10.08.",2019-08-10,166,"e"
"Statistik der Sterbefälle","Hessen",2019,"11.08.",2019-08-11,163,"e"
"Statistik der Sterbefälle","Hessen",2019,"12.08.",2019-08-12,160,"e"
"Statistik der Sterbefälle","Hessen",2019,"13.08.",2019-08-13,156,"e"
"Statistik der Sterbefälle","Hessen",2019,"14.08.",2019-08-14,151,"e"
"Statistik der Sterbefälle","Hessen",2019,"15.08.",2019-08-15,158,"e"
"Statistik der Sterbefälle","Hessen",2019,"16.08.",2019-08-16,159,"e"
"Statistik der Sterbefälle","Hessen",2019,"17.08.",2019-08-17,158,"e"
"Statistik der Sterbefälle","Hessen",2019,"18.08.",2019-08-18,176,"e"
"Statistik der Sterbefälle","Hessen",2019,"19.08.",2019-08-19,144,"e"
"Statistik der Sterbefälle","Hessen",2019,"20.08.",2019-08-20,168,"e"
"Statistik der Sterbefälle","Hessen",2019,"21.08.",2019-08-21,160,"e"
"Statistik der Sterbefälle","Hessen",2019,"22.08.",2019-08-22,153,"e"
"Statistik der Sterbefälle","Hessen",2019,"23.08.",2019-08-23,171,"e"
"Statistik der Sterbefälle","Hessen",2019,"24.08.",2019-08-24,167,"e"
"Statistik der Sterbefälle","Hessen",2019,"25.08.",2019-08-25,180,"e"
"Statistik der Sterbefälle","Hessen",2019,"26.08.",2019-08-26,179,"e"
"Statistik der Sterbefälle","Hessen",2019,"27.08.",2019-08-27,193,"e"
"Statistik der Sterbefälle","Hessen",2019,"28.08.",2019-08-28,189,"e"
"Statistik der Sterbefälle","Hessen",2019,"29.08.",2019-08-29,172,"e"
"Statistik der Sterbefälle","Hessen",2019,"30.08.",2019-08-30,176,"e"
"Statistik der Sterbefälle","Hessen",2019,"31.08.",2019-08-31,164,"e"
"Statistik der Sterbefälle","Hessen",2019,"01.09.",2019-09-01,172,"e"
"Statistik der Sterbefälle","Hessen",2019,"02.09.",2019-09-02,172,"e"
"Statistik der Sterbefälle","Hessen",2019,"03.09.",2019-09-03,169,"e"
"Statistik der Sterbefälle","Hessen",2019,"04.09.",2019-09-04,146,"e"
"Statistik der Sterbefälle","Hessen",2019,"05.09.",2019-09-05,158,"e"
"Statistik der Sterbefälle","Hessen",2019,"06.09.",2019-09-06,152,"e"
"Statistik der Sterbefälle","Hessen",2019,"07.09.",2019-09-07,168,"e"
"Statistik der Sterbefälle","Hessen",2019,"08.09.",2019-09-08,158,"e"
"Statistik der Sterbefälle","Hessen",2019,"09.09.",2019-09-09,159,"e"
"Statistik der Sterbefälle","Hessen",2019,"10.09.",2019-09-10,167,"e"
"Statistik der Sterbefälle","Hessen",2019,"11.09.",2019-09-11,167,"e"
"Statistik der Sterbefälle","Hessen",2019,"12.09.",2019-09-12,186,"e"
"Statistik der Sterbefälle","Hessen",2019,"13.09.",2019-09-13,189,"e"
"Statistik der Sterbefälle","Hessen",2019,"14.09.",2019-09-14,185,"e"
"Statistik der Sterbefälle","Hessen",2019,"15.09.",2019-09-15,163,"e"
"Statistik der Sterbefälle","Hessen",2019,"16.09.",2019-09-16,146,"e"
"Statistik der Sterbefälle","Hessen",2019,"17.09.",2019-09-17,183,"e"
"Statistik der Sterbefälle","Hessen",2019,"18.09.",2019-09-18,171,"e"
"Statistik der Sterbefälle","Hessen",2019,"19.09.",2019-09-19,170,"e"
"Statistik der Sterbefälle","Hessen",2019,"20.09.",2019-09-20,168,"e"
"Statistik der Sterbefälle","Hessen",2019,"21.09.",2019-09-21,145,"e"
"Statistik der Sterbefälle","Hessen",2019,"22.09.",2019-09-22,178,"e"
"Statistik der Sterbefälle","Hessen",2019,"23.09.",2019-09-23,176,"e"
"Statistik der Sterbefälle","Hessen",2019,"24.09.",2019-09-24,170,"e"
"Statistik der Sterbefälle","Hessen",2019,"25.09.",2019-09-25,193,"e"
"Statistik der Sterbefälle","Hessen",2019,"26.09.",2019-09-26,171,"e"
"Statistik der Sterbefälle","Hessen",2019,"27.09.",2019-09-27,165,"e"
"Statistik der Sterbefälle","Hessen",2019,"28.09.",2019-09-28,144,"e"
"Statistik der Sterbefälle","Hessen",2019,"29.09.",2019-09-29,168,"e"
"Statistik der Sterbefälle","Hessen",2019,"30.09.",2019-09-30,183,"e"
"Statistik der Sterbefälle","Hessen",2019,"01.10.",2019-10-01,186,"e"
"Statistik der Sterbefälle","Hessen",2019,"02.10.",2019-10-02,172,"e"
"Statistik der Sterbefälle","Hessen",2019,"03.10.",2019-10-03,186,"e"
"Statistik der Sterbefälle","Hessen",2019,"04.10.",2019-10-04,183,"e"
"Statistik der Sterbefälle","Hessen",2019,"05.10.",2019-10-05,158,"e"
"Statistik der Sterbefälle","Hessen",2019,"06.10.",2019-10-06,152,"e"
"Statistik der Sterbefälle","Hessen",2019,"07.10.",2019-10-07,172,"e"
"Statistik der Sterbefälle","Hessen",2019,"08.10.",2019-10-08,190,"e"
"Statistik der Sterbefälle","Hessen",2019,"09.10.",2019-10-09,172,"e"
"Statistik der Sterbefälle","Hessen",2019,"10.10.",2019-10-10,208,"e"
"Statistik der Sterbefälle","Hessen",2019,"11.10.",2019-10-11,163,"e"
"Statistik der Sterbefälle","Hessen",2019,"12.10.",2019-10-12,179,"e"
"Statistik der Sterbefälle","Hessen",2019,"13.10.",2019-10-13,183,"e"
"Statistik der Sterbefälle","Hessen",2019,"14.10.",2019-10-14,195,"e"
"Statistik der Sterbefälle","Hessen",2019,"15.10.",2019-10-15,183,"e"
"Statistik der Sterbefälle","Hessen",2019,"16.10.",2019-10-16,174,"e"
"Statistik der Sterbefälle","Hessen",2019,"17.10.",2019-10-17,170,"e"
"Statistik der Sterbefälle","Hessen",2019,"18.10.",2019-10-18,174,"e"
"Statistik der Sterbefälle","Hessen",2019,"19.10.",2019-10-19,173,"e"
"Statistik der Sterbefälle","Hessen",2019,"20.10.",2019-10-20,164,"e"
"Statistik der Sterbefälle","Hessen",2019,"21.10.",2019-10-21,172,"e"
"Statistik der Sterbefälle","Hessen",2019,"22.10.",2019-10-22,154,"e"
"Statistik der Sterbefälle","Hessen",2019,"23.10.",2019-10-23,173,"e"
"Statistik der Sterbefälle","Hessen",2019,"24.10.",2019-10-24,171,"e"
"Statistik der Sterbefälle","Hessen",2019,"25.10.",2019-10-25,181,"e"
"Statistik der Sterbefälle","Hessen",2019,"26.10.",2019-10-26,166,"e"
"Statistik der Sterbefälle","Hessen",2019,"27.10.",2019-10-27,159,"e"
"Statistik der Sterbefälle","Hessen",2019,"28.10.",2019-10-28,165,"e"
"Statistik der Sterbefälle","Hessen",2019,"29.10.",2019-10-29,170,"e"
"Statistik der Sterbefälle","Hessen",2019,"30.10.",2019-10-30,179,"e"
"Statistik der Sterbefälle","Hessen",2019,"31.10.",2019-10-31,176,"e"
"Statistik der Sterbefälle","Hessen",2019,"01.11.",2019-11-01,191,"e"
"Statistik der Sterbefälle","Hessen",2019,"02.11.",2019-11-02,195,"e"
"Statistik der Sterbefälle","Hessen",2019,"03.11.",2019-11-03,179,"e"
"Statistik der Sterbefälle","Hessen",2019,"04.11.",2019-11-04,177,"e"
"Statistik der Sterbefälle","Hessen",2019,"05.11.",2019-11-05,183,"e"
"Statistik der Sterbefälle","Hessen",2019,"06.11.",2019-11-06,175,"e"
"Statistik der Sterbefälle","Hessen",2019,"07.11.",2019-11-07,202,"e"
"Statistik der Sterbefälle","Hessen",2019,"08.11.",2019-11-08,182,"e"
"Statistik der Sterbefälle","Hessen",2019,"09.11.",2019-11-09,160,"e"
"Statistik der Sterbefälle","Hessen",2019,"10.11.",2019-11-10,191,"e"
"Statistik der Sterbefälle","Hessen",2019,"11.11.",2019-11-11,195,"e"
"Statistik der Sterbefälle","Hessen",2019,"12.11.",2019-11-12,176,"e"
"Statistik der Sterbefälle","Hessen",2019,"13.11.",2019-11-13,192,"e"
"Statistik der Sterbefälle","Hessen",2019,"14.11.",2019-11-14,203,"e"
"Statistik der Sterbefälle","Hessen",2019,"15.11.",2019-11-15,205,"e"
"Statistik der Sterbefälle","Hessen",2019,"16.11.",2019-11-16,188,"e"
"Statistik der Sterbefälle","Hessen",2019,"17.11.",2019-11-17,189,"e"
"Statistik der Sterbefälle","Hessen",2019,"18.11.",2019-11-18,163,"e"
"Statistik der Sterbefälle","Hessen",2019,"19.11.",2019-11-19,178,"e"
"Statistik der Sterbefälle","Hessen",2019,"20.11.",2019-11-20,190,"e"
"Statistik der Sterbefälle","Hessen",2019,"21.11.",2019-11-21,186,"e"
"Statistik der Sterbefälle","Hessen",2019,"22.11.",2019-11-22,197,"e"
"Statistik der Sterbefälle","Hessen",2019,"23.11.",2019-11-23,193,"e"
"Statistik der Sterbefälle","Hessen",2019,"24.11.",2019-11-24,185,"e"
"Statistik der Sterbefälle","Hessen",2019,"25.11.",2019-11-25,189,"e"
"Statistik der Sterbefälle","Hessen",2019,"26.11.",2019-11-26,180,"e"
"Statistik der Sterbefälle","Hessen",2019,"27.11.",2019-11-27,215,"e"
"Statistik der Sterbefälle","Hessen",2019,"28.11.",2019-11-28,204,"e"
"Statistik der Sterbefälle","Hessen",2019,"29.11.",2019-11-29,202,"e"
"Statistik der Sterbefälle","Hessen",2019,"30.11.",2019-11-30,183,"e"
"Statistik der Sterbefälle","Hessen",2019,"01.12.",2019-12-01,184,"e"
"Statistik der Sterbefälle","Hessen",2019,"02.12.",2019-12-02,181,"e"
"Statistik der Sterbefälle","Hessen",2019,"03.12.",2019-12-03,207,"e"
"Statistik der Sterbefälle","Hessen",2019,"04.12.",2019-12-04,208,"e"
"Statistik der Sterbefälle","Hessen",2019,"05.12.",2019-12-05,189,"e"
"Statistik der Sterbefälle","Hessen",2019,"06.12.",2019-12-06,199,"e"
"Statistik der Sterbefälle","Hessen",2019,"07.12.",2019-12-07,193,"e"
"Statistik der Sterbefälle","Hessen",2019,"08.12.",2019-12-08,197,"e"
"Statistik der Sterbefälle","Hessen",2019,"09.12.",2019-12-09,191,"e"
"Statistik der Sterbefälle","Hessen",2019,"10.12.",2019-12-10,189,"e"
"Statistik der Sterbefälle","Hessen",2019,"11.12.",2019-12-11,183,"e"
"Statistik der Sterbefälle","Hessen",2019,"12.12.",2019-12-12,207,"e"
"Statistik der Sterbefälle","Hessen",2019,"13.12.",2019-12-13,211,"e"
"Statistik der Sterbefälle","Hessen",2019,"14.12.",2019-12-14,191,"e"
"Statistik der Sterbefälle","Hessen",2019,"15.12.",2019-12-15,217,"e"
"Statistik der Sterbefälle","Hessen",2019,"16.12.",2019-12-16,176,"e"
"Statistik der Sterbefälle","Hessen",2019,"17.12.",2019-12-17,183,"e"
"Statistik der Sterbefälle","Hessen",2019,"18.12.",2019-12-18,230,"e"
"Statistik der Sterbefälle","Hessen",2019,"19.12.",2019-12-19,204,"e"
"Statistik der Sterbefälle","Hessen",2019,"20.12.",2019-12-20,180,"e"
"Statistik der Sterbefälle","Hessen",2019,"21.12.",2019-12-21,202,"e"
"Statistik der Sterbefälle","Hessen",2019,"22.12.",2019-12-22,164,"e"
"Statistik der Sterbefälle","Hessen",2019,"23.12.",2019-12-23,182,"e"
"Statistik der Sterbefälle","Hessen",2019,"24.12.",2019-12-24,189,"e"
"Statistik der Sterbefälle","Hessen",2019,"25.12.",2019-12-25,198,"e"
"Statistik der Sterbefälle","Hessen",2019,"26.12.",2019-12-26,189,"e"
"Statistik der Sterbefälle","Hessen",2019,"27.12.",2019-12-27,193,"e"
"Statistik der Sterbefälle","Hessen",2019,"28.12.",2019-12-28,163,"e"
"Statistik der Sterbefälle","Hessen",2019,"29.12.",2019-12-29,180,"e"
"Statistik der Sterbefälle","Hessen",2019,"30.12.",2019-12-30,203,"e"
"Statistik der Sterbefälle","Hessen",2019,"31.12.",2019-12-31,209,"e"
"Statistik der Sterbefälle","Rheinland-Pfalz",2019,"01.01.",2019-01-01,135,"e"
"Statistik der Sterbefälle","Rheinland-Pfalz",2019,"02.01.",2019-01-02,118,"e"
"Statistik der Sterbefälle","Rheinland-Pfalz",2019,"03.01.",2019-01-03,156,"e"
"Statistik der Sterbefälle","Rheinland-Pfalz",2019,"04.01.",2019-01-04,140,"e"
"Statistik der Sterbefälle","Rheinland-Pfalz",2019,"05.01.",2019-01-05,152,"e"
"Statistik der Sterbefälle","Rheinland-Pfalz",2019,"06.01.",2019-01-06,146,"e"
"Statistik der Sterbefälle","Rheinland-Pfalz",2019,"07.01.",2019-01-07,148,"e"
"Statistik der Sterbefälle","Rheinland-Pfalz",2019,"08.01.",2019-01-08,146,"e"
"Statistik der Sterbefälle","Rheinland-Pfalz",2019,"09.01.",2019-01-09,154,"e"
"Statistik der Sterbefälle","Rheinland-Pfalz",2019,"10.01.",2019-01-10,153,"e"
"Statistik der Sterbefälle","Rheinland-Pfalz",2019,"11.01.",2019-01-11,128,"e"
"Statistik der Sterbefälle","Rheinland-Pfalz",2019,"12.01.",2019-01-12,134,"e"
"Statistik der Sterbefälle","Rheinland-Pfalz",2019,"13.01.",2019-01-13,135,"e"
"Statistik der Sterbefälle","Rheinland-Pfalz",2019,"14.01.",2019-01-14,149,"e"
"Statistik der Sterbefälle","Rheinland-Pfalz",2019,"15.01.",2019-01-15,120,"e"
"Statistik der Sterbefälle","Rheinland-Pfalz",2019,"16.01.",2019-01-16,147,"e"
"Statistik der Sterbefälle","Rheinland-Pfalz",2019,"17.01.",2019-01-17,147,"e"
"Statistik der Sterbefälle","Rheinland-Pfalz",2019,"18.01.",2019-01-18,157,"e"
"Statistik der Sterbefälle","Rheinland-Pfalz",2019,"19.01.",2019-01-19,123,"e"
"Statistik der Sterbefälle","Rheinland-Pfalz",2019,"20.01.",2019-01-20,132,"e"
"Statistik der Sterbefälle","Rheinland-Pfalz",2019,"21.01.",2019-01-21,138,"e"
"Statistik der Sterbefälle","Rheinland-Pfalz",2019,"22.01.",2019-01-22,140,"e"
"Statistik der Sterbefälle","Rheinland-Pfalz",2019,"23.01.",2019-01-23,158,"e"
"Statistik der Sterbefälle","Rheinland-Pfalz",2019,"24.01.",2019-01-24,152,"e"
"Statistik der Sterbefälle","Rheinland-Pfalz",2019,"25.01.",2019-01-25,132,"e"
"Statistik der Sterbefälle","Rheinland-Pfalz",2019,"26.01.",2019-01-26,136,"e"
"Statistik der Sterbefälle","Rheinland-Pfalz",2019,"27.01.",2019-01-27,144,"e"
"Statistik der Sterbefälle","Rheinland-Pfalz",2019,"28.01.",2019-01-28,153,"e"
"Statistik der Sterbefälle","Rheinland-Pfalz",2019,"29.01.",2019-01-29,127,"e"
"Statistik der Sterbefälle","Rheinland-Pfalz",2019,"30.01.",2019-01-30,126,"e"
"Statistik der Sterbefälle","Rheinland-Pfalz",2019,"31.01.",2019-01-31,135,"e"
"Statistik der Sterbefälle","Rheinland-Pfalz",2019,"01.02.",2019-02-01,155,"e"
"Statistik der Sterbefälle","Rheinland-Pfalz",2019,"02.02.",2019-02-02,143,"e"
"Statistik der Sterbefälle","Rheinland-Pfalz",2019,"03.02.",2019-02-03,135,"e"
"Statistik der Sterbefälle","Rheinland-Pfalz",2019,"04.02.",2019-02-04,149,"e"
"Statistik der Sterbefälle","Rheinland-Pfalz",2019,"05.02.",2019-02-05,135,"e"
"Statistik der Sterbefälle","Rheinland-Pfalz",2019,"06.02.",2019-02-06,147,"e"
"Statistik der Sterbefälle","Rheinland-Pfalz",2019,"07.02.",2019-02-07,147,"e"
"Statistik der Sterbefälle","Rheinland-Pfalz",2019,"08.02.",2019-02-08,157,"e"
"Statistik der Sterbefälle","Rheinland-Pfalz",2019,"09.02.",2019-02-09,165,"e"
"Statistik der Sterbefälle","Rheinland-Pfalz",2019,"10.02.",2019-02-10,122,"e"
"Statistik der Sterbefälle","Rheinland-Pfalz",2019,"11.02.",2019-02-11,157,"e"
"Statistik der Sterbefälle","Rheinland-Pfalz",2019,"12.02.",2019-02-12,148,"e"
"Statistik der Sterbefälle","Rheinland-Pfalz",2019,"13.02.",2019-02-13,155,"e"
"Statistik der Sterbefälle","Rheinland-Pfalz",2019,"14.02.",2019-02-14,164,"e"
"Statistik der Sterbefälle","Rheinland-Pfalz",2019,"15.02.",2019-02-15,165,"e"
