"statistics","state","year","day","date","deaths","quality"
"Statistik der Sterbefälle","Rheinland-Pfalz",2019,"16.02.",2019-02-16,149,"e"
"Statistik der Sterbefälle","Rheinland-Pfalz",2019,"17.02.",2019-02-17,143,"e"
"Statistik der Sterbefälle","Rheinland-Pfalz",2019,"18.02.",2019-02-18,182,"e"
"Statistik der Sterbefälle","Rheinland-Pfalz",2019,"19.02.",2019-02-19,154,"e"
"Statistik der Sterbefälle","Rheinland-Pfalz",2019,"20.02.",2019-02-20,157,"e"
"Statistik der Sterbefälle","Rheinland-Pfalz",2019,"21.02.",2019-02-21,134,"e"
"Statistik der Sterbefälle","Rheinland-Pfalz",2019,"22.02.",2019-02-22,168,"e"
"Statistik der Sterbefälle","Rheinland-Pfalz",2019,"23.02.",2019-02-23,127,"e"
"Statistik der Sterbefälle","Rheinland-Pfalz",2019,"24.02.",2019-02-24,150,"e"
"Statistik der Sterbefälle","Rheinland-Pfalz",2019,"25.02.",2019-02-25,132,"e"
"Statistik der Sterbefälle","Rheinland-Pfalz",2019,"26.02.",2019-02-26,140,"e"
"Statistik der Sterbefälle","Rheinland-Pfalz",2019,"27.02.",2019-02-27,165,"e"
"Statistik der Sterbefälle","Rheinland-Pfalz",2019,"28.02.",2019-02-28,146,"e"
"Statistik der Sterbefälle","Rheinland-Pfalz",2019,"29.02.",NA,NA,"e"
"Statistik der Sterbefälle","Rheinland-Pfalz",2019,"01.03.",2019-03-01,154,"e"
"Statistik der Sterbefälle","Rheinland-Pfalz",2019,"02.03.",2019-03-02,156,"e"
"Statistik der Sterbefälle","Rheinland-Pfalz",2019,"03.03.",2019-03-03,147,"e"
"Statistik der Sterbefälle","Rheinland-Pfalz",2019,"04.03.",2019-03-04,136,"e"
"Statistik der Sterbefälle","Rheinland-Pfalz",2019,"05.03.",2019-03-05,150,"e"
"Statistik der Sterbefälle","Rheinland-Pfalz",2019,"06.03.",2019-03-06,147,"e"
"Statistik der Sterbefälle","Rheinland-Pfalz",2019,"07.03.",2019-03-07,177,"e"
"Statistik der Sterbefälle","Rheinland-Pfalz",2019,"08.03.",2019-03-08,156,"e"
"Statistik der Sterbefälle","Rheinland-Pfalz",2019,"09.03.",2019-03-09,132,"e"
"Statistik der Sterbefälle","Rheinland-Pfalz",2019,"10.03.",2019-03-10,137,"e"
"Statistik der Sterbefälle","Rheinland-Pfalz",2019,"11.03.",2019-03-11,141,"e"
"Statistik der Sterbefälle","Rheinland-Pfalz",2019,"12.03.",2019-03-12,140,"e"
"Statistik der Sterbefälle","Rheinland-Pfalz",2019,"13.03.",2019-03-13,155,"e"
"Statistik der Sterbefälle","Rheinland-Pfalz",2019,"14.03.",2019-03-14,174,"e"
"Statistik der Sterbefälle","Rheinland-Pfalz",2019,"15.03.",2019-03-15,153,"e"
"Statistik der Sterbefälle","Rheinland-Pfalz",2019,"16.03.",2019-03-16,154,"e"
"Statistik der Sterbefälle","Rheinland-Pfalz",2019,"17.03.",2019-03-17,140,"e"
"Statistik der Sterbefälle","Rheinland-Pfalz",2019,"18.03.",2019-03-18,134,"e"
"Statistik der Sterbefälle","Rheinland-Pfalz",2019,"19.03.",2019-03-19,142,"e"
"Statistik der Sterbefälle","Rheinland-Pfalz",2019,"20.03.",2019-03-20,155,"e"
"Statistik der Sterbefälle","Rheinland-Pfalz",2019,"21.03.",2019-03-21,154,"e"
"Statistik der Sterbefälle","Rheinland-Pfalz",2019,"22.03.",2019-03-22,124,"e"
"Statistik der Sterbefälle","Rheinland-Pfalz",2019,"23.03.",2019-03-23,144,"e"
"Statistik der Sterbefälle","Rheinland-Pfalz",2019,"24.03.",2019-03-24,129,"e"
"Statistik der Sterbefälle","Rheinland-Pfalz",2019,"25.03.",2019-03-25,115,"e"
"Statistik der Sterbefälle","Rheinland-Pfalz",2019,"26.03.",2019-03-26,143,"e"
"Statistik der Sterbefälle","Rheinland-Pfalz",2019,"27.03.",2019-03-27,117,"e"
"Statistik der Sterbefälle","Rheinland-Pfalz",2019,"28.03.",2019-03-28,153,"e"
"Statistik der Sterbefälle","Rheinland-Pfalz",2019,"29.03.",2019-03-29,137,"e"
"Statistik der Sterbefälle","Rheinland-Pfalz",2019,"30.03.",2019-03-30,156,"e"
"Statistik der Sterbefälle","Rheinland-Pfalz",2019,"31.03.",2019-03-31,129,"e"
"Statistik der Sterbefälle","Rheinland-Pfalz",2019,"01.04.",2019-04-01,137,"e"
"Statistik der Sterbefälle","Rheinland-Pfalz",2019,"02.04.",2019-04-02,151,"e"
"Statistik der Sterbefälle","Rheinland-Pfalz",2019,"03.04.",2019-04-03,125,"e"
"Statistik der Sterbefälle","Rheinland-Pfalz",2019,"04.04.",2019-04-04,138,"e"
"Statistik der Sterbefälle","Rheinland-Pfalz",2019,"05.04.",2019-04-05,132,"e"
"Statistik der Sterbefälle","Rheinland-Pfalz",2019,"06.04.",2019-04-06,133,"e"
"Statistik der Sterbefälle","Rheinland-Pfalz",2019,"07.04.",2019-04-07,121,"e"
"Statistik der Sterbefälle","Rheinland-Pfalz",2019,"08.04.",2019-04-08,127,"e"
"Statistik der Sterbefälle","Rheinland-Pfalz",2019,"09.04.",2019-04-09,108,"e"
"Statistik der Sterbefälle","Rheinland-Pfalz",2019,"10.04.",2019-04-10,152,"e"
"Statistik der Sterbefälle","Rheinland-Pfalz",2019,"11.04.",2019-04-11,122,"e"
"Statistik der Sterbefälle","Rheinland-Pfalz",2019,"12.04.",2019-04-12,122,"e"
"Statistik der Sterbefälle","Rheinland-Pfalz",2019,"13.04.",2019-04-13,135,"e"
"Statistik der Sterbefälle","Rheinland-Pfalz",2019,"14.04.",2019-04-14,131,"e"
"Statistik der Sterbefälle","Rheinland-Pfalz",2019,"15.04.",2019-04-15,121,"e"
"Statistik der Sterbefälle","Rheinland-Pfalz",2019,"16.04.",2019-04-16,133,"e"
"Statistik der Sterbefälle","Rheinland-Pfalz",2019,"17.04.",2019-04-17,146,"e"
"Statistik der Sterbefälle","Rheinland-Pfalz",2019,"18.04.",2019-04-18,134,"e"
"Statistik der Sterbefälle","Rheinland-Pfalz",2019,"19.04.",2019-04-19,137,"e"
"Statistik der Sterbefälle","Rheinland-Pfalz",2019,"20.04.",2019-04-20,127,"e"
"Statistik der Sterbefälle","Rheinland-Pfalz",2019,"21.04.",2019-04-21,121,"e"
"Statistik der Sterbefälle","Rheinland-Pfalz",2019,"22.04.",2019-04-22,124,"e"
"Statistik der Sterbefälle","Rheinland-Pfalz",2019,"23.04.",2019-04-23,146,"e"
"Statistik der Sterbefälle","Rheinland-Pfalz",2019,"24.04.",2019-04-24,140,"e"
"Statistik der Sterbefälle","Rheinland-Pfalz",2019,"25.04.",2019-04-25,138,"e"
"Statistik der Sterbefälle","Rheinland-Pfalz",2019,"26.04.",2019-04-26,117,"e"
"Statistik der Sterbefälle","Rheinland-Pfalz",2019,"27.04.",2019-04-27,109,"e"
"Statistik der Sterbefälle","Rheinland-Pfalz",2019,"28.04.",2019-04-28,111,"e"
"Statistik der Sterbefälle","Rheinland-Pfalz",2019,"29.04.",2019-04-29,136,"e"
"Statistik der Sterbefälle","Rheinland-Pfalz",2019,"30.04.",2019-04-30,123,"e"
"Statistik der Sterbefälle","Rheinland-Pfalz",2019,"01.05.",2019-05-01,120,"e"
"Statistik der Sterbefälle","Rheinland-Pfalz",2019,"02.05.",2019-05-02,130,"e"
"Statistik der Sterbefälle","Rheinland-Pfalz",2019,"03.05.",2019-05-03,139,"e"
"Statistik der Sterbefälle","Rheinland-Pfalz",2019,"04.05.",2019-05-04,118,"e"
"Statistik der Sterbefälle","Rheinland-Pfalz",2019,"05.05.",2019-05-05,123,"e"
"Statistik der Sterbefälle","Rheinland-Pfalz",2019,"06.05.",2019-05-06,108,"e"
"Statistik der Sterbefälle","Rheinland-Pfalz",2019,"07.05.",2019-05-07,118,"e"
"Statistik der Sterbefälle","Rheinland-Pfalz",2019,"08.05.",2019-05-08,119,"e"
"Statistik der Sterbefälle","Rheinland-Pfalz",2019,"09.05.",2019-05-09,108,"e"
"Statistik der Sterbefälle","Rheinland-Pfalz",2019,"10.05.",2019-05-10,115,"e"
"Statistik der Sterbefälle","Rheinland-Pfalz",2019,"11.05.",2019-05-11,118,"e"
"Statistik der Sterbefälle","Rheinland-Pfalz",2019,"12.05.",2019-05-12,116,"e"
"Statistik der Sterbefälle","Rheinland-Pfalz",2019,"13.05.",2019-05-13,128,"e"
"Statistik der Sterbefälle","Rheinland-Pfalz",2019,"14.05.",2019-05-14,136,"e"
"Statistik der Sterbefälle","Rheinland-Pfalz",2019,"15.05.",2019-05-15,134,"e"
"Statistik der Sterbefälle","Rheinland-Pfalz",2019,"16.05.",2019-05-16,117,"e"
"Statistik der Sterbefälle","Rheinland-Pfalz",2019,"17.05.",2019-05-17,124,"e"
"Statistik der Sterbefälle","Rheinland-Pfalz",2019,"18.05.",2019-05-18,125,"e"
"Statistik der Sterbefälle","Rheinland-Pfalz",2019,"19.05.",2019-05-19,116,"e"
"Statistik der Sterbefälle","Rheinland-Pfalz",2019,"20.05.",2019-05-20,127,"e"
"Statistik der Sterbefälle","Rheinland-Pfalz",2019,"21.05.",2019-05-21,114,"e"
"Statistik der Sterbefälle","Rheinland-Pfalz",2019,"22.05.",2019-05-22,121,"e"
"Statistik der Sterbefälle","Rheinland-Pfalz",2019,"23.05.",2019-05-23,143,"e"
"Statistik der Sterbefälle","Rheinland-Pfalz",2019,"24.05.",2019-05-24,130,"e"
"Statistik der Sterbefälle","Rheinland-Pfalz",2019,"25.05.",2019-05-25,112,"e"
"Statistik der Sterbefälle","Rheinland-Pfalz",2019,"26.05.",2019-05-26,93,"e"
"Statistik der Sterbefälle","Rheinland-Pfalz",2019,"27.05.",2019-05-27,129,"e"
"Statistik der Sterbefälle","Rheinland-Pfalz",2019,"28.05.",2019-05-28,117,"e"
"Statistik der Sterbefälle","Rheinland-Pfalz",2019,"29.05.",2019-05-29,122,"e"
"Statistik der Sterbefälle","Rheinland-Pfalz",2019,"30.05.",2019-05-30,107,"e"
"Statistik der Sterbefälle","Rheinland-Pfalz",2019,"31.05.",2019-05-31,139,"e"
"Statistik der Sterbefälle","Rheinland-Pfalz",2019,"01.06.",2019-06-01,111,"e"
"Statistik der Sterbefälle","Rheinland-Pfalz",2019,"02.06.",2019-06-02,126,"e"
"Statistik der Sterbefälle","Rheinland-Pfalz",2019,"03.06.",2019-06-03,93,"e"
"Statistik der Sterbefälle","Rheinland-Pfalz",2019,"04.06.",2019-06-04,141,"e"
"Statistik der Sterbefälle","Rheinland-Pfalz",2019,"05.06.",2019-06-05,160,"e"
"Statistik der Sterbefälle","Rheinland-Pfalz",2019,"06.06.",2019-06-06,108,"e"
"Statistik der Sterbefälle","Rheinland-Pfalz",2019,"07.06.",2019-06-07,123,"e"
"Statistik der Sterbefälle","Rheinland-Pfalz",2019,"08.06.",2019-06-08,127,"e"
"Statistik der Sterbefälle","Rheinland-Pfalz",2019,"09.06.",2019-06-09,118,"e"
"Statistik der Sterbefälle","Rheinland-Pfalz",2019,"10.06.",2019-06-10,110,"e"
"Statistik der Sterbefälle","Rheinland-Pfalz",2019,"11.06.",2019-06-11,118,"e"
"Statistik der Sterbefälle","Rheinland-Pfalz",2019,"12.06.",2019-06-12,109,"e"
"Statistik der Sterbefälle","Rheinland-Pfalz",2019,"13.06.",2019-06-13,117,"e"
"Statistik der Sterbefälle","Rheinland-Pfalz",2019,"14.06.",2019-06-14,141,"e"
"Statistik der Sterbefälle","Rheinland-Pfalz",2019,"15.06.",2019-06-15,130,"e"
"Statistik der Sterbefälle","Rheinland-Pfalz",2019,"16.06.",2019-06-16,121,"e"
"Statistik der Sterbefälle","Rheinland-Pfalz",2019,"17.06.",2019-06-17,102,"e"
"Statistik der Sterbefälle","Rheinland-Pfalz",2019,"18.06.",2019-06-18,111,"e"
"Statistik der Sterbefälle","Rheinland-Pfalz",2019,"19.06.",2019-06-19,152,"e"
"Statistik der Sterbefälle","Rheinland-Pfalz",2019,"20.06.",2019-06-20,125,"e"
"Statistik der Sterbefälle","Rheinland-Pfalz",2019,"21.06.",2019-06-21,130,"e"
"Statistik der Sterbefälle","Rheinland-Pfalz",2019,"22.06.",2019-06-22,131,"e"
"Statistik der Sterbefälle","Rheinland-Pfalz",2019,"23.06.",2019-06-23,115,"e"
"Statistik der Sterbefälle","Rheinland-Pfalz",2019,"24.06.",2019-06-24,108,"e"
"Statistik der Sterbefälle","Rheinland-Pfalz",2019,"25.06.",2019-06-25,144,"e"
"Statistik der Sterbefälle","Rheinland-Pfalz",2019,"26.06.",2019-06-26,127,"e"
"Statistik der Sterbefälle","Rheinland-Pfalz",2019,"27.06.",2019-06-27,138,"e"
"Statistik der Sterbefälle","Rheinland-Pfalz",2019,"28.06.",2019-06-28,131,"e"
"Statistik der Sterbefälle","Rheinland-Pfalz",2019,"29.06.",2019-06-29,113,"e"
"Statistik der Sterbefälle","Rheinland-Pfalz",2019,"30.06.",2019-06-30,131,"e"
"Statistik der Sterbefälle","Rheinland-Pfalz",2019,"01.07.",2019-07-01,140,"e"
"Statistik der Sterbefälle","Rheinland-Pfalz",2019,"02.07.",2019-07-02,129,"e"
"Statistik der Sterbefälle","Rheinland-Pfalz",2019,"03.07.",2019-07-03,126,"e"
"Statistik der Sterbefälle","Rheinland-Pfalz",2019,"04.07.",2019-07-04,126,"e"
"Statistik der Sterbefälle","Rheinland-Pfalz",2019,"05.07.",2019-07-05,119,"e"
"Statistik der Sterbefälle","Rheinland-Pfalz",2019,"06.07.",2019-07-06,113,"e"
"Statistik der Sterbefälle","Rheinland-Pfalz",2019,"07.07.",2019-07-07,103,"e"
"Statistik der Sterbefälle","Rheinland-Pfalz",2019,"08.07.",2019-07-08,104,"e"
"Statistik der Sterbefälle","Rheinland-Pfalz",2019,"09.07.",2019-07-09,126,"e"
"Statistik der Sterbefälle","Rheinland-Pfalz",2019,"10.07.",2019-07-10,118,"e"
"Statistik der Sterbefälle","Rheinland-Pfalz",2019,"11.07.",2019-07-11,125,"e"
"Statistik der Sterbefälle","Rheinland-Pfalz",2019,"12.07.",2019-07-12,113,"e"
"Statistik der Sterbefälle","Rheinland-Pfalz",2019,"13.07.",2019-07-13,108,"e"
"Statistik der Sterbefälle","Rheinland-Pfalz",2019,"14.07.",2019-07-14,147,"e"
"Statistik der Sterbefälle","Rheinland-Pfalz",2019,"15.07.",2019-07-15,130,"e"
"Statistik der Sterbefälle","Rheinland-Pfalz",2019,"16.07.",2019-07-16,134,"e"
"Statistik der Sterbefälle","Rheinland-Pfalz",2019,"17.07.",2019-07-17,115,"e"
"Statistik der Sterbefälle","Rheinland-Pfalz",2019,"18.07.",2019-07-18,120,"e"
"Statistik der Sterbefälle","Rheinland-Pfalz",2019,"19.07.",2019-07-19,138,"e"
"Statistik der Sterbefälle","Rheinland-Pfalz",2019,"20.07.",2019-07-20,121,"e"
"Statistik der Sterbefälle","Rheinland-Pfalz",2019,"21.07.",2019-07-21,113,"e"
"Statistik der Sterbefälle","Rheinland-Pfalz",2019,"22.07.",2019-07-22,112,"e"
"Statistik der Sterbefälle","Rheinland-Pfalz",2019,"23.07.",2019-07-23,133,"e"
"Statistik der Sterbefälle","Rheinland-Pfalz",2019,"24.07.",2019-07-24,151,"e"
"Statistik der Sterbefälle","Rheinland-Pfalz",2019,"25.07.",2019-07-25,169,"e"
"Statistik der Sterbefälle","Rheinland-Pfalz",2019,"26.07.",2019-07-26,154,"e"
"Statistik der Sterbefälle","Rheinland-Pfalz",2019,"27.07.",2019-07-27,167,"e"
"Statistik der Sterbefälle","Rheinland-Pfalz",2019,"28.07.",2019-07-28,137,"e"
"Statistik der Sterbefälle","Rheinland-Pfalz",2019,"29.07.",2019-07-29,129,"e"
"Statistik der Sterbefälle","Rheinland-Pfalz",2019,"30.07.",2019-07-30,118,"e"
"Statistik der Sterbefälle","Rheinland-Pfalz",2019,"31.07.",2019-07-31,100,"e"
"Statistik der Sterbefälle","Rheinland-Pfalz",2019,"01.08.",2019-08-01,115,"e"
"Statistik der Sterbefälle","Rheinland-Pfalz",2019,"02.08.",2019-08-02,128,"e"
"Statistik der Sterbefälle","Rheinland-Pfalz",2019,"03.08.",2019-08-03,111,"e"
"Statistik der Sterbefälle","Rheinland-Pfalz",2019,"04.08.",2019-08-04,118,"e"
"Statistik der Sterbefälle","Rheinland-Pfalz",2019,"05.08.",2019-08-05,120,"e"
"Statistik der Sterbefälle","Rheinland-Pfalz",2019,"06.08.",2019-08-06,121,"e"
"Statistik der Sterbefälle","Rheinland-Pfalz",2019,"07.08.",2019-08-07,113,"e"
"Statistik der Sterbefälle","Rheinland-Pfalz",2019,"08.08.",2019-08-08,114,"e"
"Statistik der Sterbefälle","Rheinland-Pfalz",2019,"09.08.",2019-08-09,136,"e"
"Statistik der Sterbefälle","Rheinland-Pfalz",2019,"10.08.",2019-08-10,114,"e"
"Statistik der Sterbefälle","Rheinland-Pfalz",2019,"11.08.",2019-08-11,103,"e"
"Statistik der Sterbefälle","Rheinland-Pfalz",2019,"12.08.",2019-08-12,110,"e"
"Statistik der Sterbefälle","Rheinland-Pfalz",2019,"13.08.",2019-08-13,111,"e"
"Statistik der Sterbefälle","Rheinland-Pfalz",2019,"14.08.",2019-08-14,99,"e"
"Statistik der Sterbefälle","Rheinland-Pfalz",2019,"15.08.",2019-08-15,108,"e"
"Statistik der Sterbefälle","Rheinland-Pfalz",2019,"16.08.",2019-08-16,114,"e"
"Statistik der Sterbefälle","Rheinland-Pfalz",2019,"17.08.",2019-08-17,123,"e"
"Statistik der Sterbefälle","Rheinland-Pfalz",2019,"18.08.",2019-08-18,106,"e"
"Statistik der Sterbefälle","Rheinland-Pfalz",2019,"19.08.",2019-08-19,90,"e"
"Statistik der Sterbefälle","Rheinland-Pfalz",2019,"20.08.",2019-08-20,127,"e"
"Statistik der Sterbefälle","Rheinland-Pfalz",2019,"21.08.",2019-08-21,90,"e"
"Statistik der Sterbefälle","Rheinland-Pfalz",2019,"22.08.",2019-08-22,95,"e"
"Statistik der Sterbefälle","Rheinland-Pfalz",2019,"23.08.",2019-08-23,110,"e"
"Statistik der Sterbefälle","Rheinland-Pfalz",2019,"24.08.",2019-08-24,111,"e"
"Statistik der Sterbefälle","Rheinland-Pfalz",2019,"25.08.",2019-08-25,120,"e"
"Statistik der Sterbefälle","Rheinland-Pfalz",2019,"26.08.",2019-08-26,139,"e"
"Statistik der Sterbefälle","Rheinland-Pfalz",2019,"27.08.",2019-08-27,137,"e"
"Statistik der Sterbefälle","Rheinland-Pfalz",2019,"28.08.",2019-08-28,141,"e"
"Statistik der Sterbefälle","Rheinland-Pfalz",2019,"29.08.",2019-08-29,133,"e"
"Statistik der Sterbefälle","Rheinland-Pfalz",2019,"30.08.",2019-08-30,112,"e"
"Statistik der Sterbefälle","Rheinland-Pfalz",2019,"31.08.",2019-08-31,143,"e"
"Statistik der Sterbefälle","Rheinland-Pfalz",2019,"01.09.",2019-09-01,114,"e"
"Statistik der Sterbefälle","Rheinland-Pfalz",2019,"02.09.",2019-09-02,124,"e"
"Statistik der Sterbefälle","Rheinland-Pfalz",2019,"03.09.",2019-09-03,113,"e"
"Statistik der Sterbefälle","Rheinland-Pfalz",2019,"04.09.",2019-09-04,106,"e"
"Statistik der Sterbefälle","Rheinland-Pfalz",2019,"05.09.",2019-09-05,118,"e"
"Statistik der Sterbefälle","Rheinland-Pfalz",2019,"06.09.",2019-09-06,126,"e"
"Statistik der Sterbefälle","Rheinland-Pfalz",2019,"07.09.",2019-09-07,122,"e"
"Statistik der Sterbefälle","Rheinland-Pfalz",2019,"08.09.",2019-09-08,118,"e"
"Statistik der Sterbefälle","Rheinland-Pfalz",2019,"09.09.",2019-09-09,137,"e"
"Statistik der Sterbefälle","Rheinland-Pfalz",2019,"10.09.",2019-09-10,92,"e"
"Statistik der Sterbefälle","Rheinland-Pfalz",2019,"11.09.",2019-09-11,112,"e"
"Statistik der Sterbefälle","Rheinland-Pfalz",2019,"12.09.",2019-09-12,106,"e"
"Statistik der Sterbefälle","Rheinland-Pfalz",2019,"13.09.",2019-09-13,121,"e"
"Statistik der Sterbefälle","Rheinland-Pfalz",2019,"14.09.",2019-09-14,112,"e"
"Statistik der Sterbefälle","Rheinland-Pfalz",2019,"15.09.",2019-09-15,113,"e"
"Statistik der Sterbefälle","Rheinland-Pfalz",2019,"16.09.",2019-09-16,131,"e"
"Statistik der Sterbefälle","Rheinland-Pfalz",2019,"17.09.",2019-09-17,130,"e"
"Statistik der Sterbefälle","Rheinland-Pfalz",2019,"18.09.",2019-09-18,134,"e"
"Statistik der Sterbefälle","Rheinland-Pfalz",2019,"19.09.",2019-09-19,129,"e"
"Statistik der Sterbefälle","Rheinland-Pfalz",2019,"20.09.",2019-09-20,123,"e"
"Statistik der Sterbefälle","Rheinland-Pfalz",2019,"21.09.",2019-09-21,126,"e"
"Statistik der Sterbefälle","Rheinland-Pfalz",2019,"22.09.",2019-09-22,129,"e"
"Statistik der Sterbefälle","Rheinland-Pfalz",2019,"23.09.",2019-09-23,129,"e"
"Statistik der Sterbefälle","Rheinland-Pfalz",2019,"24.09.",2019-09-24,133,"e"
"Statistik der Sterbefälle","Rheinland-Pfalz",2019,"25.09.",2019-09-25,133,"e"
"Statistik der Sterbefälle","Rheinland-Pfalz",2019,"26.09.",2019-09-26,120,"e"
"Statistik der Sterbefälle","Rheinland-Pfalz",2019,"27.09.",2019-09-27,103,"e"
"Statistik der Sterbefälle","Rheinland-Pfalz",2019,"28.09.",2019-09-28,132,"e"
"Statistik der Sterbefälle","Rheinland-Pfalz",2019,"29.09.",2019-09-29,129,"e"
"Statistik der Sterbefälle","Rheinland-Pfalz",2019,"30.09.",2019-09-30,127,"e"
"Statistik der Sterbefälle","Rheinland-Pfalz",2019,"01.10.",2019-10-01,104,"e"
"Statistik der Sterbefälle","Rheinland-Pfalz",2019,"02.10.",2019-10-02,104,"e"
"Statistik der Sterbefälle","Rheinland-Pfalz",2019,"03.10.",2019-10-03,120,"e"
"Statistik der Sterbefälle","Rheinland-Pfalz",2019,"04.10.",2019-10-04,115,"e"
"Statistik der Sterbefälle","Rheinland-Pfalz",2019,"05.10.",2019-10-05,125,"e"
"Statistik der Sterbefälle","Rheinland-Pfalz",2019,"06.10.",2019-10-06,111,"e"
"Statistik der Sterbefälle","Rheinland-Pfalz",2019,"07.10.",2019-10-07,146,"e"
"Statistik der Sterbefälle","Rheinland-Pfalz",2019,"08.10.",2019-10-08,114,"e"
"Statistik der Sterbefälle","Rheinland-Pfalz",2019,"09.10.",2019-10-09,136,"e"
"Statistik der Sterbefälle","Rheinland-Pfalz",2019,"10.10.",2019-10-10,122,"e"
"Statistik der Sterbefälle","Rheinland-Pfalz",2019,"11.10.",2019-10-11,126,"e"
"Statistik der Sterbefälle","Rheinland-Pfalz",2019,"12.10.",2019-10-12,118,"e"
"Statistik der Sterbefälle","Rheinland-Pfalz",2019,"13.10.",2019-10-13,118,"e"
"Statistik der Sterbefälle","Rheinland-Pfalz",2019,"14.10.",2019-10-14,134,"e"
"Statistik der Sterbefälle","Rheinland-Pfalz",2019,"15.10.",2019-10-15,117,"e"
"Statistik der Sterbefälle","Rheinland-Pfalz",2019,"16.10.",2019-10-16,145,"e"
"Statistik der Sterbefälle","Rheinland-Pfalz",2019,"17.10.",2019-10-17,141,"e"
"Statistik der Sterbefälle","Rheinland-Pfalz",2019,"18.10.",2019-10-18,120,"e"
"Statistik der Sterbefälle","Rheinland-Pfalz",2019,"19.10.",2019-10-19,133,"e"
"Statistik der Sterbefälle","Rheinland-Pfalz",2019,"20.10.",2019-10-20,132,"e"
"Statistik der Sterbefälle","Rheinland-Pfalz",2019,"21.10.",2019-10-21,128,"e"
"Statistik der Sterbefälle","Rheinland-Pfalz",2019,"22.10.",2019-10-22,136,"e"
"Statistik der Sterbefälle","Rheinland-Pfalz",2019,"23.10.",2019-10-23,132,"e"
"Statistik der Sterbefälle","Rheinland-Pfalz",2019,"24.10.",2019-10-24,130,"e"
"Statistik der Sterbefälle","Rheinland-Pfalz",2019,"25.10.",2019-10-25,114,"e"
"Statistik der Sterbefälle","Rheinland-Pfalz",2019,"26.10.",2019-10-26,102,"e"
"Statistik der Sterbefälle","Rheinland-Pfalz",2019,"27.10.",2019-10-27,131,"e"
